"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Lämpötilan keskiarvo [°C]","Keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Ilmanpaineen keskiarvo [hPa]"
"Helsinki Kaisaniemi","2022","9","15","04:00","12.9","4.5","163","992.3"
"Helsinki Kaisaniemi","2022","9","15","05:00","12.7","5","168","991.7"
"Helsinki Kaisaniemi","2022","9","15","06:00","12.5","5","172","991.2"
"Helsinki Kaisaniemi","2022","9","15","07:00","12.8","4.3","178","990.7"
"Helsinki Kaisaniemi","2022","9","15","08:00","13.2","6.1","175","990.2"
"Helsinki Kaisaniemi","2022","9","15","09:00","12.3","5.6","211","990.3"
"Helsinki Kaisaniemi","2022","9","15","10:00","10.9","2.5","261","990.3"
"Helsinki Kaisaniemi","2022","9","15","11:00","11.2","1.2","195","-"
"Helsinki Kaisaniemi","2022","9","15","12:00","11.7","2.5","167","990.2"
"Helsinki Kaisaniemi","2022","9","15","13:00","13.2","2.3","142","990"
"Helsinki Kaisaniemi","2022","9","15","14:00","14.5","3.6","177","989.9"
"Helsinki Kaisaniemi","2022","9","15","15:00","14.6","3.5","182","989.7"
"Helsinki Kaisaniemi","2022","9","15","16:00","14","3.3","182","989.7"
"Helsinki Kaisaniemi","2022","9","15","17:00","13.9","3.6","168","989.4"
"Helsinki Kaisaniemi","2022","9","15","18:00","14.1","3.4","181","989.2"
"Helsinki Kaisaniemi","2022","9","15","19:00","14.1","3.3","177","989"
"Helsinki Kaisaniemi","2022","9","15","20:00","13.7","3.3","181","988.7"
"Helsinki Kaisaniemi","2022","9","15","21:00","13.2","3.5","191","988.4"
"Helsinki Kaisaniemi","2022","9","15","22:00","12.8","3.8","211","988.2"
"Helsinki Kaisaniemi","2022","9","15","23:00","11.1","1.8","185","987.8"
"Helsinki Kaisaniemi","2022","9","16","00:00","11.9","2.3","209","987.5"
"Helsinki Kaisaniemi","2022","9","16","01:00","11.3","1.9","252","987.2"
"Helsinki Kaisaniemi","2022","9","16","02:00","10.6","1.1","333","987.1"
"Helsinki Kaisaniemi","2022","9","16","03:00","10.5","1.2","341","987"
"Helsinki Kaisaniemi","2022","9","16","04:00","10.5","0.7","35","986.8"
"Helsinki Kaisaniemi","2022","9","16","05:00","11.6","2.5","182","986.5"
"Helsinki Kaisaniemi","2022","9","16","06:00","11.6","3.7","226","986.4"
"Helsinki Kaisaniemi","2022","9","16","07:00","10.2","1.3","34","986.4"
"Helsinki Kaisaniemi","2022","9","16","08:00","10.8","2.4","111","986.3"
"Helsinki Kaisaniemi","2022","9","16","09:00","11.8","3.1","172","985.9"
"Helsinki Kaisaniemi","2022","9","16","10:00","12","3.3","180","985.7"
"Helsinki Kaisaniemi","2022","9","16","11:00","11.9","3.5","192","985.7"
"Helsinki Kaisaniemi","2022","9","16","12:00","12","3.7","205","985.8"
"Helsinki Kaisaniemi","2022","9","16","13:00","12","3.2","193","986"
"Helsinki Kaisaniemi","2022","9","16","14:00","12.3","3.9","188","986"
"Helsinki Kaisaniemi","2022","9","16","15:00","14","3.5","208","985.9"
"Helsinki Kaisaniemi","2022","9","16","16:00","13.1","2.7","250","986"
"Helsinki Kaisaniemi","2022","9","16","17:00","12.9","2.7","285","986.2"
"Helsinki Kaisaniemi","2022","9","16","18:00","13.3","2.3","262","986.6"
"Helsinki Kaisaniemi","2022","9","16","19:00","12.9","1.9","253","986.8"
"Helsinki Kaisaniemi","2022","9","16","20:00","12","2","277","986.9"
"Helsinki Kaisaniemi","2022","9","16","21:00","10.6","1.3","290","987"
"Helsinki Kaisaniemi","2022","9","16","22:00","9.6","0.9","281","986.8"
"Helsinki Kaisaniemi","2022","9","16","23:00","9","0.8","289","986.7"
"Helsinki Kaisaniemi","2022","9","17","00:00","8.5","1.5","313","986.7"
"Helsinki Kaisaniemi","2022","9","17","01:00","8.3","1.3","313","986.9"
"Helsinki Kaisaniemi","2022","9","17","02:00","8.9","1.9","324","987.1"
"Helsinki Kaisaniemi","2022","9","17","03:00","9.1","2.3","322","987.1"
"Helsinki Kaisaniemi","2022","9","17","04:00","9.1","1.3","324","987"
"Helsinki Kaisaniemi","2022","9","17","05:00","9.1","1.1","320","987"
"Helsinki Kaisaniemi","2022","9","17","06:00","9","1.6","325","987"
"Helsinki Kaisaniemi","2022","9","17","07:00","9","1.1","322","987.1"
"Helsinki Kaisaniemi","2022","9","17","08:00","9.1","1.8","328","987.1"
"Helsinki Kaisaniemi","2022","9","17","09:00","9.6","1.6","332","987.4"
"Helsinki Kaisaniemi","2022","9","17","10:00","10.6","0.9","339","987.6"
"Helsinki Kaisaniemi","2022","9","17","11:00","12.6","1.6","280","988"
"Helsinki Kaisaniemi","2022","9","17","12:00","13","1.7","297","988.2"
"Helsinki Kaisaniemi","2022","9","17","13:00","13.6","1.9","308","988.4"
"Helsinki Kaisaniemi","2022","9","17","14:00","14","1","307","988.6"
"Helsinki Kaisaniemi","2022","9","17","15:00","15.4","2.2","152","988.9"
"Helsinki Kaisaniemi","2022","9","17","16:00","14.7","3","216","989.2"
"Helsinki Kaisaniemi","2022","9","17","17:00","13.6","2.1","290","989.5"
"Helsinki Kaisaniemi","2022","9","17","18:00","13.2","2.5","264","989.8"
"Helsinki Kaisaniemi","2022","9","17","19:00","13.1","2.3","262","990.1"
"Helsinki Kaisaniemi","2022","9","17","20:00","12.3","2.9","277","990.4"
"Helsinki Kaisaniemi","2022","9","17","21:00","11.8","2.8","289","990.9"
"Helsinki Kaisaniemi","2022","9","17","22:00","10.4","2.6","289","991.3"
"Helsinki Kaisaniemi","2022","9","17","23:00","9.5","2.4","288","991.8"
"Helsinki Kaisaniemi","2022","9","18","00:00","9.3","2.3","285","992.2"
"Helsinki Kaisaniemi","2022","9","18","01:00","9.3","2.1","312","992.6"
"Helsinki Kaisaniemi","2022","9","18","02:00","9.7","2.4","303","992.9"
"Helsinki Kaisaniemi","2022","9","18","03:00","9.3","2.2","299","993.3"
"Helsinki Kaisaniemi","2022","9","18","04:00","9.3","2.4","275","993.7"
"Helsinki Kaisaniemi","2022","9","18","05:00","8.7","3.4","290","994.1"
"Helsinki Kaisaniemi","2022","9","18","06:00","8.8","3.6","297","994.5"
"Helsinki Kaisaniemi","2022","9","18","07:00","9.3","2.5","292","994.9"
"Helsinki Kaisaniemi","2022","9","18","08:00","9.6","2.9","279","995.3"
"Helsinki Kaisaniemi","2022","9","18","09:00","10","4","282","995.8"
"Helsinki Kaisaniemi","2022","9","18","10:00","10.3","3.8","283","996.3"
"Helsinki Kaisaniemi","2022","9","18","11:00","10.9","2.9","274","996.7"
"Helsinki Kaisaniemi","2022","9","18","12:00","12","3.3","276","997.2"
"Helsinki Kaisaniemi","2022","9","18","13:00","13.7","3.5","274","997.5"
"Helsinki Kaisaniemi","2022","9","18","14:00","14.5","3.7","266","998"
"Helsinki Kaisaniemi","2022","9","18","15:00","15.1","3.5","257","998.3"
"Helsinki Kaisaniemi","2022","9","18","16:00","15","5","228","998.5"
"Helsinki Kaisaniemi","2022","9","18","17:00","13.7","4.2","235","998.8"
"Helsinki Kaisaniemi","2022","9","18","18:00","14","3.1","255","998.8"
"Helsinki Kaisaniemi","2022","9","18","19:00","13.8","2.9","260","998.9"
"Helsinki Kaisaniemi","2022","9","18","20:00","13.4","2.5","289","999.3"
"Helsinki Kaisaniemi","2022","9","18","21:00","12","1.2","337","999.5"
"Helsinki Kaisaniemi","2022","9","18","22:00","11.7","3.2","325","999.8"
"Helsinki Kaisaniemi","2022","9","18","23:00","11.1","1.3","329","999.7"
"Helsinki Kaisaniemi","2022","9","19","00:00","11.1","2","321","999.5"
"Helsinki Kaisaniemi","2022","9","19","01:00","10.9","1.4","328","999.4"
"Helsinki Kaisaniemi","2022","9","19","02:00","10.7","1.5","324","999.3"
"Helsinki Kaisaniemi","2022","9","19","03:00","10.7","1.8","330","999"
"Helsinki Kaisaniemi","2022","9","19","04:00","10.7","1.9","339","998.7"
"Helsinki Kaisaniemi","2022","9","19","05:00","10.6","2.4","347","998.5"
"Helsinki Kaisaniemi","2022","9","19","06:00","10.3","2.4","359","998.4"
"Helsinki Kaisaniemi","2022","9","19","07:00","10","2.3","1","998.2"
"Helsinki Kaisaniemi","2022","9","19","08:00","10.1","2.4","1","998.2"
"Helsinki Kaisaniemi","2022","9","19","09:00","10.5","3","353","998.2"
"Helsinki Kaisaniemi","2022","9","19","10:00","11","3.7","3","998.3"
"Helsinki Kaisaniemi","2022","9","19","11:00","12.2","3.7","18","998.4"
"Helsinki Kaisaniemi","2022","9","19","12:00","13.7","3.6","353","998.4"
"Helsinki Kaisaniemi","2022","9","19","13:00","14.2","4.7","351","998.1"
"Helsinki Kaisaniemi","2022","9","19","14:00","13.9","3.5","1","998.2"
"Helsinki Kaisaniemi","2022","9","19","15:00","12.9","4.7","340","998.2"
"Helsinki Kaisaniemi","2022","9","19","16:00","12.9","3.7","346","998.2"
"Helsinki Kaisaniemi","2022","9","19","17:00","13.2","5.5","335","998.5"
"Helsinki Kaisaniemi","2022","9","19","18:00","12.9","4.1","334","998.8"
"Helsinki Kaisaniemi","2022","9","19","19:00","12.7","4.6","337","999.1"
"Helsinki Kaisaniemi","2022","9","19","20:00","11.3","4.7","329","999.5"
"Helsinki Kaisaniemi","2022","9","19","21:00","10.9","4","328","999.8"
"Helsinki Kaisaniemi","2022","9","19","22:00","10.4","4.6","327","999.9"
"Helsinki Kaisaniemi","2022","9","19","23:00","10.2","4.2","326","1000.1"
"Helsinki Kaisaniemi","2022","9","20","00:00","10.4","4","328","1000.4"
"Helsinki Kaisaniemi","2022","9","20","01:00","10.6","4","327","1000.7"
"Helsinki Kaisaniemi","2022","9","20","02:00","10.5","4.5","332","1001.2"
"Helsinki Kaisaniemi","2022","9","20","03:00","10.6","4.5","334","1002"
"Helsinki Kaisaniemi","2022","9","20","04:00","10.6","4.8","333","1002.6"
"Helsinki Kaisaniemi","2022","9","20","05:00","10.6","4.7","330","1003.2"
"Helsinki Kaisaniemi","2022","9","20","06:00","10.6","4.1","326","1003.8"
"Helsinki Kaisaniemi","2022","9","20","07:00","10.2","4.3","328","1004.5"
"Helsinki Kaisaniemi","2022","9","20","08:00","10.1","4.5","328","1005.3"
"Helsinki Kaisaniemi","2022","9","20","09:00","10.3","4.6","330","1006.3"
"Helsinki Kaisaniemi","2022","9","20","10:00","10.8","5.2","336","1007.1"
"Helsinki Kaisaniemi","2022","9","20","11:00","11.5","4.8","347","1008"
"Helsinki Kaisaniemi","2022","9","20","12:00","12.1","4.8","352","1008.7"
"Helsinki Kaisaniemi","2022","9","20","13:00","12.4","4.9","350","1009.5"
"Helsinki Kaisaniemi","2022","9","20","14:00","13.1","4.6","356","1010.2"
"Helsinki Kaisaniemi","2022","9","20","15:00","13.4","4.7","342","1011"
"Helsinki Kaisaniemi","2022","9","20","16:00","12.8","4.7","336","1011.8"
"Helsinki Kaisaniemi","2022","9","20","17:00","12.5","4.5","348","1012.6"
"Helsinki Kaisaniemi","2022","9","20","18:00","11.4","4.1","339","1013.5"
"Helsinki Kaisaniemi","2022","9","20","19:00","10.4","3.4","349","1014.3"
"Helsinki Kaisaniemi","2022","9","20","20:00","10.2","3.4","350","1015.1"
"Helsinki Kaisaniemi","2022","9","20","21:00","9.6","3.1","348","1015.8"
"Helsinki Kaisaniemi","2022","9","20","22:00","9.6","3.5","343","1016.5"
"Helsinki Kaisaniemi","2022","9","20","23:00","9.6","3.7","353","1017.1"
"Helsinki Kaisaniemi","2022","9","21","00:00","9.3","4","359","1017.7"
"Helsinki Kaisaniemi","2022","9","21","01:00","9.2","3.8","4","1018.3"
"Helsinki Kaisaniemi","2022","9","21","02:00","8.8","3.6","359","1018.9"
"Helsinki Kaisaniemi","2022","9","21","03:00","8.1","3.7","354","1019.3"
"Helsinki Kaisaniemi","2022","9","21","04:00","6.7","3.8","1","1019.6"
"Helsinki Kaisaniemi","2022","9","21","05:00","6.2","3.6","4","1019.9"
"Helsinki Kaisaniemi","2022","9","21","06:00","5.7","2.5","1","1020.6"
"Helsinki Kaisaniemi","2022","9","21","07:00","5.5","3","1","1021"
"Helsinki Kaisaniemi","2022","9","21","08:00","5.4","3","353","1021.4"
"Helsinki Kaisaniemi","2022","9","21","09:00","6.1","2.9","359","1022"
"Helsinki Kaisaniemi","2022","9","21","10:00","7.8","2.9","17","1022.4"
"Helsinki Kaisaniemi","2022","9","21","11:00","9.7","3.7","23","1022.6"
"Helsinki Kaisaniemi","2022","9","21","12:00","11.2","3.3","14","1022.8"
"Helsinki Kaisaniemi","2022","9","21","13:00","13","2.4","29","1022.9"
"Helsinki Kaisaniemi","2022","9","21","14:00","13.1","2.5","40","1023"
"Helsinki Kaisaniemi","2022","9","21","15:00","12.6","2.5","71","1023.2"
"Helsinki Kaisaniemi","2022","9","21","16:00","12.7","1.6","56","1023.3"
"Helsinki Kaisaniemi","2022","9","21","17:00","12.5","1.9","35","1023.2"
"Helsinki Kaisaniemi","2022","9","21","18:00","12.2","2.6","355","1023.3"
"Helsinki Kaisaniemi","2022","9","21","19:00","11.7","2.5","11","1023.4"
"Helsinki Kaisaniemi","2022","9","21","20:00","11.1","2.6","36","1023.9"
"Helsinki Kaisaniemi","2022","9","21","21:00","10.6","2.9","40","1024.3"
"Helsinki Kaisaniemi","2022","9","21","22:00","10","3.6","42","1024.5"
"Helsinki Kaisaniemi","2022","9","21","23:00","9.1","3","58","1024.7"
"Helsinki Kaisaniemi","2022","9","22","00:00","8.1","2.7","74","1024.8"
"Helsinki Kaisaniemi","2022","9","22","01:00","7.7","2.9","73","1024.7"
"Helsinki Kaisaniemi","2022","9","22","02:00","7.2","3.2","85","1024.8"
"Helsinki Kaisaniemi","2022","9","22","03:00","7.1","2.5","79","1024.8"
"Helsinki Kaisaniemi","2022","9","22","04:00","7.3","2.8","60","1024.7"
"Helsinki Kaisaniemi","2022","9","22","05:00","6.5","1.6","47","1024.5"
"Helsinki Kaisaniemi","2022","9","22","06:00","5.7","1.6","54","1024.3"
"Helsinki Kaisaniemi","2022","9","22","07:00","6.3","2.1","60","1024.2"
"Helsinki Kaisaniemi","2022","9","22","08:00","6.9","1.8","63","1024.1"
"Helsinki Kaisaniemi","2022","9","22","09:00","8","1.2","24","1024.1"
"Helsinki Kaisaniemi","2022","9","22","10:00","9.1","2.1","46","1024"
"Helsinki Kaisaniemi","2022","9","22","11:00","9.9","2.3","57","1023.9"
"Helsinki Kaisaniemi","2022","9","22","12:00","10.5","2","106","1023.8"
"Helsinki Kaisaniemi","2022","9","22","13:00","11.7","1.6","123","1023.6"
"Helsinki Kaisaniemi","2022","9","22","14:00","12.8","1.4","141","1023.4"
"Helsinki Kaisaniemi","2022","9","22","15:00","12.9","2.6","185","1022.8"
"Helsinki Kaisaniemi","2022","9","22","16:00","12.3","3","219","1022.2"
"Helsinki Kaisaniemi","2022","9","22","17:00","11.8","3.1","224","1021.9"
"Helsinki Kaisaniemi","2022","9","22","18:00","11.5","3","224","1021.5"
"Helsinki Kaisaniemi","2022","9","22","19:00","10.8","2.8","225","1021.3"
"Helsinki Kaisaniemi","2022","9","22","20:00","10.7","2.3","228","1021.2"
"Helsinki Kaisaniemi","2022","9","22","21:00","9.2","2","250","1021.1"
"Helsinki Kaisaniemi","2022","9","22","22:00","8.3","1.2","258","1021"
"Helsinki Kaisaniemi","2022","9","22","23:00","8.4","1.5","251","1020.9"
"Helsinki Kaisaniemi","2022","9","23","00:00","8.5","1.1","242","1020.7"
"Helsinki Kaisaniemi","2022","9","23","01:00","8.8","0.9","321","1020.5"
"Helsinki Kaisaniemi","2022","9","23","02:00","8.4","1","319","1020.2"
"Helsinki Kaisaniemi","2022","9","23","03:00","8.3","0.9","335","1019.8"
"Helsinki Kaisaniemi","2022","9","23","04:00","8.3","0.6","59","1019.5"
"Helsinki Kaisaniemi","2022","9","23","05:00","8.3","0.4","97","1019.3"
"Helsinki Kaisaniemi","2022","9","23","06:00","8.1","0.3","250","1019"
"Helsinki Kaisaniemi","2022","9","23","07:00","8.1","0.9","345","1018.9"
"Helsinki Kaisaniemi","2022","9","23","08:00","7.9","1","358","1018.9"
"Helsinki Kaisaniemi","2022","9","23","09:00","7.5","1.1","342","1018.9"
"Helsinki Kaisaniemi","2022","9","23","10:00","11","0.7","28","1018.9"
"Helsinki Kaisaniemi","2022","9","23","11:00","11.9","0.4","320","1018.9"
"Helsinki Kaisaniemi","2022","9","23","12:00","12.5","1.8","98","1018.8"
"Helsinki Kaisaniemi","2022","9","23","13:00","12.9","2","129","1018.7"
"Helsinki Kaisaniemi","2022","9","23","14:00","12.8","2.2","179","1018.5"
"Helsinki Kaisaniemi","2022","9","23","15:00","12.8","2.5","188","1018.4"
"Helsinki Kaisaniemi","2022","9","23","16:00","13.1","2.3","203","1018.2"
"Helsinki Kaisaniemi","2022","9","23","17:00","13","3.3","220","1018"
"Helsinki Kaisaniemi","2022","9","23","18:00","12.5","2.7","218","1017.9"
"Helsinki Kaisaniemi","2022","9","23","19:00","12.3","2.6","190","1017.9"
"Helsinki Kaisaniemi","2022","9","23","20:00","11.9","2.7","169","1018"
"Helsinki Kaisaniemi","2022","9","23","21:00","11.5","2.1","165","1018"
"Helsinki Kaisaniemi","2022","9","23","22:00","11.2","2.1","139","1018"
"Helsinki Kaisaniemi","2022","9","23","23:00","11.2","2.4","141","1018"
"Helsinki Kaisaniemi","2022","9","24","00:00","11.3","2.4","135","1017.9"
"Helsinki Kaisaniemi","2022","9","24","01:00","11.4","2","143","1017.9"
"Helsinki Kaisaniemi","2022","9","24","02:00","11.5","1.9","162","1017.8"
"Helsinki Kaisaniemi","2022","9","24","03:00","10.9","1.2","129","1017.8"
"Helsinki Kaisaniemi","2022","9","24","04:00","9.7","1.2","55","1017.7"
"Helsinki Kaisaniemi","2022","9","24","05:00","9.6","1.4","68","1017.5"
"Helsinki Kaisaniemi","2022","9","24","06:00","9.3","1.3","72","1017.3"
"Helsinki Kaisaniemi","2022","9","24","07:00","9.2","2.4","78","1017.2"
"Helsinki Kaisaniemi","2022","9","24","08:00","9.5","2.5","95","1017.1"
"Helsinki Kaisaniemi","2022","9","24","09:00","10.4","1.9","56","1017"
"Helsinki Kaisaniemi","2022","9","24","10:00","11.6","1.1","52","1017"
"Helsinki Kaisaniemi","2022","9","24","11:00","12.1","2.2","49","1017.1"
"Helsinki Kaisaniemi","2022","9","24","12:00","12.8","2.1","67","1017.2"
"Helsinki Kaisaniemi","2022","9","24","13:00","14","2.2","70","1017"
"Helsinki Kaisaniemi","2022","9","24","14:00","13","2.6","114","1016.8"
"Helsinki Kaisaniemi","2022","9","24","15:00","12.9","2.6","112","1016.7"
"Helsinki Kaisaniemi","2022","9","24","16:00","12.1","2.9","96","1016.5"
"Helsinki Kaisaniemi","2022","9","24","17:00","11.9","1.4","127","1016.2"
"Helsinki Kaisaniemi","2022","9","24","18:00","11.9","0.7","124","1016"
"Helsinki Kaisaniemi","2022","9","24","19:00","11.5","0.8","83","1015.9"
"Helsinki Kaisaniemi","2022","9","24","20:00","11.1","1.2","71","1015.8"
"Helsinki Kaisaniemi","2022","9","24","21:00","10.6","1.2","333","1015.7"
"Helsinki Kaisaniemi","2022","9","24","22:00","10.1","1.7","354","1015.6"
"Helsinki Kaisaniemi","2022","9","24","23:00","10.3","1.4","5","1015.5"
"Helsinki Kaisaniemi","2022","9","25","00:00","10.3","1.8","13","1015.3"
"Helsinki Kaisaniemi","2022","9","25","01:00","9.7","1.9","8","1015.1"
"Helsinki Kaisaniemi","2022","9","25","02:00","9","2","3","1014.9"
"Helsinki Kaisaniemi","2022","9","25","03:00","7.9","2","348","1014.7"
"Helsinki Kaisaniemi","2022","9","25","04:00","8.2","1.9","350","1014.6"
"Helsinki Kaisaniemi","2022","9","25","05:00","7.8","2.1","331","1014.4"
"Helsinki Kaisaniemi","2022","9","25","06:00","6.8","2.1","332","1014.2"
"Helsinki Kaisaniemi","2022","9","25","07:00","7","2.4","1","1013.9"
"Helsinki Kaisaniemi","2022","9","25","08:00","7.5","2.2","352","1013.6"
"Helsinki Kaisaniemi","2022","9","25","09:00","8.3","2","349","1013.3"
"Helsinki Kaisaniemi","2022","9","25","10:00","9.3","2.4","340","1012.9"
"Helsinki Kaisaniemi","2022","9","25","11:00","10.7","3.1","352","1012.7"
"Helsinki Kaisaniemi","2022","9","25","12:00","11.3","3.5","10","1012.5"
"Helsinki Kaisaniemi","2022","9","25","13:00","12.1","3.8","353","1012"
"Helsinki Kaisaniemi","2022","9","25","14:00","12.8","4.8","344","1011.4"
"Helsinki Kaisaniemi","2022","9","25","15:00","13.3","4.8","347","1010.8"
"Helsinki Kaisaniemi","2022","9","25","16:00","12.9","4.8","356","1010.5"
"Helsinki Kaisaniemi","2022","9","25","17:00","12.5","4","346","1010.4"
"Helsinki Kaisaniemi","2022","9","25","18:00","11.6","3.7","27","1010.1"
"Helsinki Kaisaniemi","2022","9","25","19:00","10.9","2.9","25","1009.9"
"Helsinki Kaisaniemi","2022","9","25","20:00","9.6","2.1","47","1009.7"
"Helsinki Kaisaniemi","2022","9","25","21:00","8.3","1.5","47","1009.5"
"Helsinki Kaisaniemi","2022","9","25","22:00","7.7","1.8","48","1009.2"
"Helsinki Kaisaniemi","2022","9","25","23:00","6.7","1.4","53","1009"
"Helsinki Kaisaniemi","2022","9","26","00:00","6.8","1.4","52","1008.7"
"Helsinki Kaisaniemi","2022","9","26","01:00","7.9","1.9","69","1008.5"
"Helsinki Kaisaniemi","2022","9","26","02:00","8","1.9","68","1008.2"
"Helsinki Kaisaniemi","2022","9","26","03:00","8.3","2.1","76","1007.8"
"Helsinki Kaisaniemi","2022","9","26","04:00","8.4","2.8","80","1007.6"
"Helsinki Kaisaniemi","2022","9","26","05:00","8.6","2.4","83","1007.4"
"Helsinki Kaisaniemi","2022","9","26","06:00","8.9","1.1","40","1007.2"
"Helsinki Kaisaniemi","2022","9","26","07:00","8.3","1","62","1007"
"Helsinki Kaisaniemi","2022","9","26","08:00","9.2","0.9","156","1006.9"
"Helsinki Kaisaniemi","2022","9","26","09:00","10.5","1.7","160","1007"
"Helsinki Kaisaniemi","2022","9","26","10:00","11.1","3.1","157","1007.1"
"Helsinki Kaisaniemi","2022","9","26","11:00","11.4","4","160","1007.3"
"Helsinki Kaisaniemi","2022","9","26","12:00","11.7","4.7","164","1007.6"
"Helsinki Kaisaniemi","2022","9","26","13:00","11.7","4.5","162","1007.7"
"Helsinki Kaisaniemi","2022","9","26","14:00","11.6","4","144","1007.9"
"Helsinki Kaisaniemi","2022","9","26","15:00","11.9","4","134","1008"
"Helsinki Kaisaniemi","2022","9","26","16:00","12.4","4.9","124","1008"
"Helsinki Kaisaniemi","2022","9","26","17:00","12.1","4.7","118","1008"
"Helsinki Kaisaniemi","2022","9","26","18:00","11.9","4.6","119","1008.1"
"Helsinki Kaisaniemi","2022","9","26","19:00","11.9","5","112","1008.1"
"Helsinki Kaisaniemi","2022","9","26","20:00","11.9","5.4","113","1008.3"
"Helsinki Kaisaniemi","2022","9","26","21:00","12","5.4","120","1008.5"
"Helsinki Kaisaniemi","2022","9","26","22:00","12.2","4.3","131","1008.6"
"Helsinki Kaisaniemi","2022","9","26","23:00","11.9","3.6","143","1008.8"
"Helsinki Kaisaniemi","2022","9","27","00:00","11.7","3.8","139","1009"
"Helsinki Kaisaniemi","2022","9","27","01:00","11.3","3.7","128","1009.1"
"Helsinki Kaisaniemi","2022","9","27","02:00","10.6","3.8","129","1009.1"
"Helsinki Kaisaniemi","2022","9","27","03:00","10.7","3.8","119","1008.9"
"Helsinki Kaisaniemi","2022","9","27","04:00","10.8","3.9","112","1008.7"
"Helsinki Kaisaniemi","2022","9","27","05:00","10.8","4.8","115","1008.7"
"Helsinki Kaisaniemi","2022","9","27","06:00","10.7","5.2","113","1008.7"
"Helsinki Kaisaniemi","2022","9","27","07:00","10.7","5.4","112","1008.8"
"Helsinki Kaisaniemi","2022","9","27","08:00","10.8","5.8","114","1008.9"
"Helsinki Kaisaniemi","2022","9","27","09:00","11.2","6.5","113","1009"
"Helsinki Kaisaniemi","2022","9","27","10:00","11.6","5.7","116","1009.4"
"Helsinki Kaisaniemi","2022","9","27","11:00","11.7","6.2","114","1009.9"
"Helsinki Kaisaniemi","2022","9","27","12:00","12.3","6.8","113","1010.2"
"Helsinki Kaisaniemi","2022","9","27","13:00","13.4","6.8","112","1010.2"
"Helsinki Kaisaniemi","2022","9","27","14:00","13.6","7.2","113","1010.4"
"Helsinki Kaisaniemi","2022","9","27","15:00","13.7","5.7","98","1010.3"
"Helsinki Kaisaniemi","2022","9","27","16:00","13.2","6.1","99","1010.4"
"Helsinki Kaisaniemi","2022","9","27","17:00","12.6","6.3","102","1010.3"
"Helsinki Kaisaniemi","2022","9","27","18:00","12.1","6.1","95","1010.5"
"Helsinki Kaisaniemi","2022","9","27","19:00","11.5","5.6","92","1010.7"
"Helsinki Kaisaniemi","2022","9","27","20:00","11.1","5.5","91","1010.8"
"Helsinki Kaisaniemi","2022","9","27","21:00","11.3","5.4","107","1011"
"Helsinki Kaisaniemi","2022","9","27","22:00","11.6","6","110","1011.2"
"Helsinki Kaisaniemi","2022","9","27","23:00","11.7","6","110","1011.2"
"Helsinki Kaisaniemi","2022","9","28","00:00","11.6","5.4","113","1011.1"
"Helsinki Kaisaniemi","2022","9","28","01:00","11.4","3.8","104","1011.2"
"Helsinki Kaisaniemi","2022","9","28","02:00","10.5","2.7","70","1011.2"
"Helsinki Kaisaniemi","2022","9","28","03:00","9.3","2.3","48","1011"
"Helsinki Kaisaniemi","2022","9","28","04:00","8.7","2.7","49","1010.7"
"Helsinki Kaisaniemi","2022","9","28","05:00","8.7","2.3","50","1010.6"
"Helsinki Kaisaniemi","2022","9","28","06:00","9.1","3.2","54","1010.4"
"Helsinki Kaisaniemi","2022","9","28","07:00","9.2","3.9","58","1010.2"
"Helsinki Kaisaniemi","2022","9","28","08:00","9","3.9","56","1010.1"
"Helsinki Kaisaniemi","2022","9","28","09:00","8.9","3.8","53","1009.9"
"Helsinki Kaisaniemi","2022","9","28","10:00","9.5","4.5","64","1009.8"
"Helsinki Kaisaniemi","2022","9","28","11:00","9.9","5.1","64","1009.8"
"Helsinki Kaisaniemi","2022","9","28","12:00","10.5","4.6","66","1009.7"
"Helsinki Kaisaniemi","2022","9","28","13:00","11.1","4.9","69","1009.6"
"Helsinki Kaisaniemi","2022","9","28","14:00","11","4.6","63","1009.4"
"Helsinki Kaisaniemi","2022","9","28","15:00","12.4","5.1","89","1009"
"Helsinki Kaisaniemi","2022","9","28","16:00","12.4","5.1","75","1008.6"
"Helsinki Kaisaniemi","2022","9","28","17:00","11.5","5.1","89","1008.4"
"Helsinki Kaisaniemi","2022","9","28","18:00","10.9","4.6","59","1008.2"
"Helsinki Kaisaniemi","2022","9","28","19:00","9.8","4.5","51","1008.1"
"Helsinki Kaisaniemi","2022","9","28","20:00","9.2","3.8","45","1007.9"
"Helsinki Kaisaniemi","2022","9","28","21:00","8.9","4.1","54","1007.8"
"Helsinki Kaisaniemi","2022","9","28","22:00","8.6","4.1","55","1007.6"
"Helsinki Kaisaniemi","2022","9","28","23:00","8.3","4.1","49","1007.3"
"Helsinki Kaisaniemi","2022","9","29","00:00","8.3","4","54","1007.2"
"Helsinki Kaisaniemi","2022","9","29","01:00","8.2","4.1","54","1007"
"Helsinki Kaisaniemi","2022","9","29","02:00","8.1","4","46","1006.7"
"Helsinki Kaisaniemi","2022","9","29","03:00","7.8","3.6","43","1006.2"
"Helsinki Kaisaniemi","2022","9","29","04:00","7.6","3.5","45","1005.8"
"Helsinki Kaisaniemi","2022","9","29","05:00","-","2.9","41","-"
