"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Tuulen suunta keskiarvo [°]","Näkyvyys keskiarvo [m]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]","Pilvisyys [1/8]","Ilman lämpötila keskiarvo [°C]","Keskituulen nopeus keskiarvo [m/s]"
"Helsinki Kaisaniemi","2024","1","12","17:00","53.1","13050","1012.9","Puolipilvistä (5/8)","-5.9","5.9"
"Helsinki Kaisaniemi","2024","1","12","18:00","47.9","36425","1014.2","Selkeää (0/8)","-8.7","5.8"
"Helsinki Kaisaniemi","2024","1","12","19:00","51.9","45298","1015.5","Selkeää (0/8)","-10","4.5"
"Helsinki Kaisaniemi","2024","1","12","20:00","55.2","40542","1016.3","Selkeää (0/8)","-11.1","4.3"
"Helsinki Kaisaniemi","2024","1","12","21:00","48.5","24605","1017.2","Melko selkeää (2/8)","-12","3"
"Helsinki Kaisaniemi","2024","1","12","22:00","47.3","9316","1018.1","Pilvistä (8/8)","-12.1","3"
"Helsinki Kaisaniemi","2024","1","12","23:00","62.2","4695","1018.3","Melko pilvistä (7/8)","-12.7","2.8"
"Helsinki Kaisaniemi","2024","1","13","00:00","74.7","8586","1018.3","Melko pilvistä (7/8)","-13.2","2.5"
"Helsinki Kaisaniemi","2024","1","13","01:00","56.7","2010","1017.8","Selkeää (0/8)","-14.7","1.8"
"Helsinki Kaisaniemi","2024","1","13","02:00","62.9","12860","1017.6","Selkeää (0/8)","-16.1","1.5"
"Helsinki Kaisaniemi","2024","1","13","03:00","139.9","15594","1017.1","Puolipilvistä (5/8)","-16.3","0.7"
"Helsinki Kaisaniemi","2024","1","13","04:00","171.7","23413","1016","Pilvistä (8/8)","-14.5","0.8"
"Helsinki Kaisaniemi","2024","1","13","05:00","181","34344","1015.4","Melko pilvistä (7/8)","-14.1","1.2"
"Helsinki Kaisaniemi","2024","1","13","06:00","122.9","32314","1014.7","Puolipilvistä (4/8)","-14.6","0.7"
"Helsinki Kaisaniemi","2024","1","13","07:00","287.4","29277","1014","Melko pilvistä (7/8)","-14.7","1.8"
"Helsinki Kaisaniemi","2024","1","13","08:00","225.7","39151","1012.9","Melko pilvistä (7/8)","-9","4.2"
"Helsinki Kaisaniemi","2024","1","13","09:00","207.6","48483","1011.4","Melko pilvistä (6/8)","-5.9","6.5"
"Helsinki Kaisaniemi","2024","1","13","10:00","207.5","39090","1010.3","Pilvistä (8/8)","-6.2","6.6"
"Helsinki Kaisaniemi","2024","1","13","11:00","208.9","28933","1009.6","Pilvistä (8/8)","-6.2","8"
"Helsinki Kaisaniemi","2024","1","13","12:00","207.4","37453","1009.1","Pilvistä (8/8)","-6.3","8.4"
"Helsinki Kaisaniemi","2024","1","13","13:00","207.8","43231","1007.8","Pilvistä (8/8)","-6.5","7.4"
"Helsinki Kaisaniemi","2024","1","13","14:00","207.6","45322","1006.4","Melko pilvistä (7/8)","-6.3","7.3"
"Helsinki Kaisaniemi","2024","1","13","15:00","208.9","47277","1004.9","Pilvistä (8/8)","-5.8","6.7"
"Helsinki Kaisaniemi","2024","1","13","16:00","207.6","45706","1003.6","Pilvistä (8/8)","-5.6","6.6"
"Helsinki Kaisaniemi","2024","1","13","17:00","204.7","21713","1002.4","Pilvistä (8/8)","-5.5","6.3"
"Helsinki Kaisaniemi","2024","1","13","18:00","202.1","3351","1001.4","Pilvistä (8/8)","-5.6","5.4"
"Helsinki Kaisaniemi","2024","1","13","19:00","201.7","6054","1000.3","Pilvistä (8/8)","-5.7","6"
"Helsinki Kaisaniemi","2024","1","13","20:00","192.5","16270","999.3","Pilvistä (8/8)","-6","5.2"
"Helsinki Kaisaniemi","2024","1","13","21:00","185.5","7141","998.3","Pilvistä (8/8)","-6","5"
"Helsinki Kaisaniemi","2024","1","13","22:00","183.4","14399","997.5","Pilvistä (8/8)","-5.7","4.7"
"Helsinki Kaisaniemi","2024","1","13","23:00","181.4","3781","996.9","Pilvistä (8/8)","-5.8","4.5"
"Helsinki Kaisaniemi","2024","1","14","00:00","184.5","4190","996.3","Pilvistä (8/8)","-6.1","4.4"
"Helsinki Kaisaniemi","2024","1","14","01:00","175.2","4979","995.6","Pilvistä (8/8)","-6.1","4.6"
"Helsinki Kaisaniemi","2024","1","14","02:00","177.1","8794","994.9","Pilvistä (8/8)","-6.3","4.3"
"Helsinki Kaisaniemi","2024","1","14","03:00","182.8","20249","994.2","Pilvistä (8/8)","-6.4","3.4"
"Helsinki Kaisaniemi","2024","1","14","04:00","182.6","44073","993.5","Pilvistä (8/8)","-6.2","2.9"
"Helsinki Kaisaniemi","2024","1","14","05:00","187.1","33399","992.8","Pilvistä (8/8)","-6.2","3"
"Helsinki Kaisaniemi","2024","1","14","06:00","171.6","20224","992.3","Pilvistä (8/8)","-6.4","2.9"
"Helsinki Kaisaniemi","2024","1","14","07:00","173.1","15226","991.7","Pilvistä (8/8)","-6.3","2.5"
"Helsinki Kaisaniemi","2024","1","14","08:00","152.9","38580","991.1","Pilvistä (8/8)","-6.2","2.2"
"Helsinki Kaisaniemi","2024","1","14","09:00","131.8","42550","991","Pilvistä (8/8)","-6.2","2.4"
"Helsinki Kaisaniemi","2024","1","14","10:00","140.6","34515","990.5","Pilvistä (8/8)","-6.1","2.6"
"Helsinki Kaisaniemi","2024","1","14","11:00","136.3","37113","990.4","Pilvistä (8/8)","-6","2.3"
"Helsinki Kaisaniemi","2024","1","14","12:00","113.7","39758","990.1","Pilvistä (8/8)","-5.9","2.3"
"Helsinki Kaisaniemi","2024","1","14","13:00","137.3","36784","989.5","Pilvistä (8/8)","-5.8","2.5"
"Helsinki Kaisaniemi","2024","1","14","14:00","125.2","38810","989","Pilvistä (8/8)","-5.7","2.1"
"Helsinki Kaisaniemi","2024","1","14","15:00","134.7","31649","988.6","Pilvistä (8/8)","-5.7","2"
"Helsinki Kaisaniemi","2024","1","14","16:00","145.5","36447","988.3","Pilvistä (8/8)","-5.5","2.1"
"Helsinki Kaisaniemi","2024","1","14","17:00","144.4","36205","987.7","Pilvistä (8/8)","-5.4","2.2"
"Helsinki Kaisaniemi","2024","1","14","18:00","185.3","21555","987.3","Pilvistä (8/8)","-5.2","1.5"
"Helsinki Kaisaniemi","2024","1","14","19:00","215.2","9684","986.9","Pilvistä (8/8)","-4.9","1.8"
"Helsinki Kaisaniemi","2024","1","14","20:00","271.1","2245","986.6","Pilvistä (8/8)","-4.9","1.6"
"Helsinki Kaisaniemi","2024","1","14","21:00","341.5","2680","986.4","Pilvistä (8/8)","-5.4","1.9"
"Helsinki Kaisaniemi","2024","1","14","22:00","120.3","1896","986.1","Pilvistä (8/8)","-5.5","0.8"
"Helsinki Kaisaniemi","2024","1","14","23:00","58","6081","985.6","Pilvistä (8/8)","-6.1","0.9"
"Helsinki Kaisaniemi","2024","1","15","00:00","30.1","7017","985.6","Pilvistä (8/8)","-7","1.1"
"Helsinki Kaisaniemi","2024","1","15","01:00","45.9","10627","985.4","Pilvistä (8/8)","-6.4","1.2"
"Helsinki Kaisaniemi","2024","1","15","02:00","81","16325","985","Pilvistä (8/8)","-5.9","1.2"
"Helsinki Kaisaniemi","2024","1","15","03:00","27","18883","984.6","Pilvistä (8/8)","-5.8","2.1"
"Helsinki Kaisaniemi","2024","1","15","04:00","35.4","20620","984.1","Pilvistä (8/8)","-5.9","2.3"
"Helsinki Kaisaniemi","2024","1","15","05:00","54.2","22129","984","Pilvistä (8/8)","-6.1","2.6"
"Helsinki Kaisaniemi","2024","1","15","06:00","43.3","15443","983.9","Pilvistä (8/8)","-6.4","2.6"
"Helsinki Kaisaniemi","2024","1","15","07:00","42.7","5628","983.6","Pilvistä (8/8)","-6.7","2.3"
"Helsinki Kaisaniemi","2024","1","15","08:00","25.3","1390","983.6","Pilvistä (8/8)","-6.9","3"
"Helsinki Kaisaniemi","2024","1","15","09:00","18.2","2973","983.8","Pilvistä (8/8)","-7.1","2.5"
"Helsinki Kaisaniemi","2024","1","15","10:00","14.4","8608","983.9","Melko pilvistä (7/8)","-7.8","2.6"
"Helsinki Kaisaniemi","2024","1","15","11:00","-","2337","983.9","Pilvistä (8/8)","-7.5","-"
"Helsinki Kaisaniemi","2024","1","15","12:00","-","2344","984","Pilvistä (8/8)","-7.5","-"
"Helsinki Kaisaniemi","2024","1","15","13:00","17.6","2647","983.8","Pilvistä (8/8)","-7.7","4.2"
"Helsinki Kaisaniemi","2024","1","15","14:00","16.7","2389","983.7","Pilvistä (8/8)","-7.9","4.1"
"Helsinki Kaisaniemi","2024","1","15","15:00","-","2338","983.7","Pilvistä (8/8)","-8.6","-"
"Helsinki Kaisaniemi","2024","1","15","16:00","14.4","3130","983.9","Pilvistä (8/8)","-9.3","4.7"
"Helsinki Kaisaniemi","2024","1","15","17:00","19.3","1778","984.2","Pilvistä (8/8)","-10.4","4.7"
"Helsinki Kaisaniemi","2024","1","15","18:00","20.3","2605","984.6","Pilvistä (8/8)","-11.2","4.9"
"Helsinki Kaisaniemi","2024","1","15","19:00","17.2","1487","984.9","Pilvistä (8/8)","-11.7","5.2"
"Helsinki Kaisaniemi","2024","1","15","20:00","17.8","2375","985.3","Pilvistä (8/8)","-12.2","5"
"Helsinki Kaisaniemi","2024","1","15","21:00","12.1","6223","985.6","Pilvistä (8/8)","-12.5","5.3"
"Helsinki Kaisaniemi","2024","1","15","22:00","9.1","7085","985.7","Pilvistä (8/8)","-12.4","4.8"
"Helsinki Kaisaniemi","2024","1","15","23:00","109.3","6761","985.9","Pilvistä (8/8)","-13","4.7"
"Helsinki Kaisaniemi","2024","1","16","00:00","287.6","8046","986.2","Pilvistä (8/8)","-13.7","4.8"
"Helsinki Kaisaniemi","2024","1","16","01:00","107.8","7699","986.5","Pilvistä (8/8)","-14.1","4.6"
"Helsinki Kaisaniemi","2024","1","16","02:00","321.7","6840","986.8","Pilvistä (8/8)","-14.2","5.8"
"Helsinki Kaisaniemi","2024","1","16","03:00","351.6","5706","987.3","Pilvistä (8/8)","-14.6","5.6"
"Helsinki Kaisaniemi","2024","1","16","04:00","353.1","4650","987.9","Pilvistä (8/8)","-15.5","5.8"
"Helsinki Kaisaniemi","2024","1","16","05:00","354.6","6839","988.6","Pilvistä (8/8)","-16.1","5.4"
"Helsinki Kaisaniemi","2024","1","16","06:00","349.2","15527","989.2","Pilvistä (8/8)","-16.2","6.3"
"Helsinki Kaisaniemi","2024","1","16","07:00","348.7","46316","989.7","Puolipilvistä (4/8)","-16.1","6.1"
"Helsinki Kaisaniemi","2024","1","16","08:00","343.4","29252","990.3","Melko selkeää (3/8)","-16.3","6.1"
"Helsinki Kaisaniemi","2024","1","16","09:00","337.2","24095","990.8","Melko selkeää (2/8)","-15.6","6.2"
"Helsinki Kaisaniemi","2024","1","16","10:00","333.7","49587","991.4","Melko pilvistä (6/8)","-15","6.3"
"Helsinki Kaisaniemi","2024","1","16","11:00","336.1","50000","992.2","Selkeää (0/8)","-15.1","6"
"Helsinki Kaisaniemi","2024","1","16","12:00","332.9","49291","992.8","Selkeää (0/8)","-14.8","6.4"
"Helsinki Kaisaniemi","2024","1","16","13:00","329.7","46226","993.4","Selkeää (0/8)","-14.3","6.3"
"Helsinki Kaisaniemi","2024","1","16","14:00","330.1","-","994.1","Selkeää (0/8)","-14.4","5.7"
"Helsinki Kaisaniemi","2024","1","16","15:00","327.3","48076","994.8","Selkeää (0/8)","-14.4","5.9"
"Helsinki Kaisaniemi","2024","1","16","16:00","323.9","50000","995.7","Selkeää (0/8)","-15.1","5.5"
"Helsinki Kaisaniemi","2024","1","16","17:00","317.5","50000","996.5","Selkeää (0/8)","-15.5","4.7"
"Helsinki Kaisaniemi","2024","1","16","18:00","312.5","50000","997.3","Selkeää (0/8)","-15.9","4.9"
"Helsinki Kaisaniemi","2024","1","16","19:00","317.1","50000","997.8","Selkeää (0/8)","-16.6","4.4"
"Helsinki Kaisaniemi","2024","1","16","20:00","318.5","50000","998.4","Selkeää (0/8)","-17.5","3.7"
"Helsinki Kaisaniemi","2024","1","16","21:00","305.1","49633","998.9","Selkeää (0/8)","-17.8","3"
"Helsinki Kaisaniemi","2024","1","16","22:00","288.1","49275","999.5","Selkeää (0/8)","-17.8","2.4"
"Helsinki Kaisaniemi","2024","1","16","23:00","290","47655","1000.1","Selkeää (0/8)","-18.1","2.2"
"Helsinki Kaisaniemi","2024","1","17","00:00","286.5","43515","1000.6","Selkeää (1/8)","-18.9","2.1"
"Helsinki Kaisaniemi","2024","1","17","01:00","244","40340","1000.7","Selkeää (0/8)","-19.6","0.7"
"Helsinki Kaisaniemi","2024","1","17","02:00","232.3","39400","1000.9","Pilvistä (8/8)","-19.3","0.7"
"Helsinki Kaisaniemi","2024","1","17","03:00","82.7","27894","1001.1","Pilvistä (8/8)","-16.9","1"
"Helsinki Kaisaniemi","2024","1","17","04:00","172.4","5843","1001.2","Pilvistä (8/8)","-15.2","0.8"
"Helsinki Kaisaniemi","2024","1","17","05:00","96.9","29370","1001","Pilvistä (8/8)","-14.1","0.7"
"Helsinki Kaisaniemi","2024","1","17","06:00","160.2","35887","1001","Melko selkeää (2/8)","-14.3","0.8"
"Helsinki Kaisaniemi","2024","1","17","07:00","259.4","32417","1001","Selkeää (0/8)","-15.9","1.7"
"Helsinki Kaisaniemi","2024","1","17","08:00","237.1","35098","1001.1","Selkeää (0/8)","-15.7","0.5"
"Helsinki Kaisaniemi","2024","1","17","09:00","50.5","22596","1001.1","Pilvistä (8/8)","-15.4","0.4"
"Helsinki Kaisaniemi","2024","1","17","10:00","95.2","19536","1001.2","Puolipilvistä (4/8)","-12.4","1.2"
"Helsinki Kaisaniemi","2024","1","17","11:00","113.5","14388","1001.4","Pilvistä (8/8)","-11.4","1.5"
"Helsinki Kaisaniemi","2024","1","17","12:00","219.3","42503","1001.3","Melko pilvistä (7/8)","-3.4","4.6"
"Helsinki Kaisaniemi","2024","1","17","13:00","220.6","35205","1001","Selkeää (0/8)","-2.6","6.2"
"Helsinki Kaisaniemi","2024","1","17","14:00","212.4","35498","1000.9","Selkeää (0/8)","-2.8","7.3"
"Helsinki Kaisaniemi","2024","1","17","15:00","207.9","45958","1000.9","Puolipilvistä (4/8)","-3.2","6.9"
"Helsinki Kaisaniemi","2024","1","17","16:00","199","49988","1000.7","Selkeää (0/8)","-3.7","6"
"Helsinki Kaisaniemi","2024","1","17","17:00","183.6","46613","1000.3","Melko pilvistä (7/8)","-4.4","6.9"
"Helsinki Kaisaniemi","2024","1","17","18:00","184.4","50000","999.9","Selkeää (0/8)","-4.8","6.9"
"Helsinki Kaisaniemi","2024","1","17","19:00","180.9","49384","999.5","Melko pilvistä (7/8)","-5.2","6.5"
"Helsinki Kaisaniemi","2024","1","17","20:00","164.4","49792","998.8","Melko pilvistä (7/8)","-5.7","6.5"
"Helsinki Kaisaniemi","2024","1","17","21:00","162.7","48744","998.2","Melko pilvistä (7/8)","-5.7","6.8"
"Helsinki Kaisaniemi","2024","1","17","22:00","168.1","49859","997.6","Pilvistä (8/8)","-5.8","6.2"
"Helsinki Kaisaniemi","2024","1","17","23:00","164.3","46720","996.9","Melko pilvistä (7/8)","-5.8","6.6"
"Helsinki Kaisaniemi","2024","1","18","00:00","162.1","49329","996.3","Melko pilvistä (7/8)","-5.8","6.5"
"Helsinki Kaisaniemi","2024","1","18","01:00","159.1","18071","995.2","Pilvistä (8/8)","-5.7","7.1"
"Helsinki Kaisaniemi","2024","1","18","02:00","157.7","23678","994.1","Pilvistä (8/8)","-5.1","7"
"Helsinki Kaisaniemi","2024","1","18","03:00","151.7","4317","992.6","Pilvistä (8/8)","-4.8","7.6"
"Helsinki Kaisaniemi","2024","1","18","04:00","149.6","2355","991.2","Pilvistä (8/8)","-5.3","7.4"
"Helsinki Kaisaniemi","2024","1","18","05:00","155.3","844","990","Pilvistä (8/8)","-5.3","7.5"
"Helsinki Kaisaniemi","2024","1","18","06:00","162.2","624","989","Pilvistä (8/8)","-5.2","7.8"
"Helsinki Kaisaniemi","2024","1","18","07:00","160.5","446","988","Pilvistä (8/8)","-5.5","6.9"
"Helsinki Kaisaniemi","2024","1","18","08:00","158.4","388","987","Pilvistä (8/8)","-5.5","6.8"
"Helsinki Kaisaniemi","2024","1","18","09:00","159.1","502","986.1","Pilvistä (8/8)","-5.4","7"
"Helsinki Kaisaniemi","2024","1","18","10:00","158.8","951","985.4","Pilvistä (8/8)","-5.2","5.8"
"Helsinki Kaisaniemi","2024","1","18","11:00","163.3","1817","984.6","Pilvistä (8/8)","-5.1","5.6"
"Helsinki Kaisaniemi","2024","1","18","12:00","158.2","2746","983.7","Pilvistä (8/8)","-4.8","5.5"
"Helsinki Kaisaniemi","2024","1","18","13:00","160.8","644","982.7","Pilvistä (8/8)","-4.7","4.7"
"Helsinki Kaisaniemi","2024","1","18","14:00","157.2","2236","981.8","Pilvistä (8/8)","-4.2","4.4"
"Helsinki Kaisaniemi","2024","1","18","15:00","162.7","3181","981.1","Pilvistä (8/8)","-3.5","3.7"
"Helsinki Kaisaniemi","2024","1","18","16:00","206.4","15073","980.7","Pilvistä (8/8)","-2.5","4.2"
"Helsinki Kaisaniemi","2024","1","18","17:00","187.8","10668","980.2","Pilvistä (8/8)","-2.3","4.6"
"Helsinki Kaisaniemi","2024","1","18","18:00","220.6","1595","979.7","Melko pilvistä (7/8)","-2.4","3.3"
"Helsinki Kaisaniemi","2024","1","18","19:00","235.8","20042","979.8","Pilvistä (8/8)","-2.3","3"
"Helsinki Kaisaniemi","2024","1","18","20:00","269.2","23319","979.8","Pilvistä (8/8)","-2.8","3.5"
"Helsinki Kaisaniemi","2024","1","18","21:00","260.7","36367","979.9","Pilvistä (8/8)","-3.3","2.9"
"Helsinki Kaisaniemi","2024","1","18","22:00","252.9","30550","980.6","Melko pilvistä (7/8)","-4","3.5"
"Helsinki Kaisaniemi","2024","1","18","23:00","256.4","23558","981.2","Pilvistä (8/8)","-4.4","3.5"
"Helsinki Kaisaniemi","2024","1","19","00:00","255.1","11796","981.7","Pilvistä (8/8)","-4.9","3.9"
"Helsinki Kaisaniemi","2024","1","19","01:00","262.3","47750","982.1","Melko pilvistä (7/8)","-5.3","3.6"
"Helsinki Kaisaniemi","2024","1","19","02:00","258.7","47025","982.8","Melko pilvistä (7/8)","-5.7","3.2"
"Helsinki Kaisaniemi","2024","1","19","03:00","279.4","10337","983.6","Melko pilvistä (7/8)","-5.6","5"
"Helsinki Kaisaniemi","2024","1","19","04:00","268.7","12665","984.6","Pilvistä (8/8)","-5.2","4.4"
"Helsinki Kaisaniemi","2024","1","19","05:00","270","14979","985.4","Pilvistä (8/8)","-5.1","5.3"
"Helsinki Kaisaniemi","2024","1","19","06:00","255.7","10733","986.7","Pilvistä (8/8)","-5.6","6"
"Helsinki Kaisaniemi","2024","1","19","07:00","252.3","11431","987.6","Pilvistä (8/8)","-6.4","5.2"
"Helsinki Kaisaniemi","2024","1","19","08:00","258.3","14985","988","Pilvistä (8/8)","-6.7","5.1"
"Helsinki Kaisaniemi","2024","1","19","09:00","265.1","35188","988.6","Pilvistä (8/8)","-6.9","5.8"
"Helsinki Kaisaniemi","2024","1","19","10:00","271.2","37742","989.3","Pilvistä (8/8)","-6.8","5.7"
"Helsinki Kaisaniemi","2024","1","19","11:00","263.1","38069","990.1","Melko pilvistä (7/8)","-7","5.3"
"Helsinki Kaisaniemi","2024","1","19","12:00","261.9","35406","991","Melko pilvistä (7/8)","-7.2","5.6"
"Helsinki Kaisaniemi","2024","1","19","13:00","273.5","11018","991.9","Pilvistä (8/8)","-7","5.4"
"Helsinki Kaisaniemi","2024","1","19","14:00","320.1","1698","993","Pilvistä (8/8)","-8.3","5.1"
"Helsinki Kaisaniemi","2024","1","19","15:00","-","22646","994.2","Melko pilvistä (7/8)","-8.8","-"
"Helsinki Kaisaniemi","2024","1","19","16:00","301.4","38084","995.5","Melko pilvistä (7/8)","-9.6","3.8"
"Helsinki Kaisaniemi","2024","1","19","17:00","292.2","49077","996.8","Melko pilvistä (7/8)","-10.2","4.1"
"Helsinki Kaisaniemi","2024","1","19","18:00","293.6","49608","998","Pilvistä (8/8)","-11","3.9"
"Helsinki Kaisaniemi","2024","1","19","19:00","293.6","50000","999.6","Puolipilvistä (4/8)","-11.7","4.1"
"Helsinki Kaisaniemi","2024","1","19","20:00","287","49460","1001.2","Selkeää (1/8)","-12.3","3.3"
"Helsinki Kaisaniemi","2024","1","19","21:00","279.3","47104","1002.3","Selkeää (0/8)","-13","2.7"
"Helsinki Kaisaniemi","2024","1","19","22:00","266.5","46024","1003.6","Selkeää (0/8)","-13.3","2.9"
"Helsinki Kaisaniemi","2024","1","19","23:00","275.5","47288","1004.6","Selkeää (1/8)","-14.4","3"
"Helsinki Kaisaniemi","2024","1","20","00:00","285.9","41315","1005.9","Selkeää (0/8)","-15.2","2.8"
"Helsinki Kaisaniemi","2024","1","20","01:00","312.1","42297","1006.9","Selkeää (0/8)","-16","3.2"
"Helsinki Kaisaniemi","2024","1","20","02:00","301.2","45200","1007.9","Selkeää (0/8)","-15.8","2.5"
"Helsinki Kaisaniemi","2024","1","20","03:00","284.4","36573","1008.7","Selkeää (0/8)","-16.6","1.6"
"Helsinki Kaisaniemi","2024","1","20","04:00","174.1","35909","1009.3","Selkeää (0/8)","-17.5","0.4"
"Helsinki Kaisaniemi","2024","1","20","05:00","306.7","14212","1010.1","Pilvistä (8/8)","-17.4","1"
"Helsinki Kaisaniemi","2024","1","20","06:00","280.6","2817","1010.7","Pilvistä (8/8)","-16","0.6"
"Helsinki Kaisaniemi","2024","1","20","07:00","120.4","9271","1011.5","Melko pilvistä (7/8)","-16.2","0.6"
"Helsinki Kaisaniemi","2024","1","20","08:00","41.3","14108","1012.3","Pilvistä (8/8)","-16.6","0.5"
"Helsinki Kaisaniemi","2024","1","20","09:00","60.9","5528","1012.9","Pilvistä (8/8)","-15.7","0.8"
"Helsinki Kaisaniemi","2024","1","20","10:00","54","3466","1013.6","Pilvistä (8/8)","-13.5","1.6"
"Helsinki Kaisaniemi","2024","1","20","11:00","62.6","2042","1014.3","Pilvistä (8/8)","-11.2","2.1"
"Helsinki Kaisaniemi","2024","1","20","12:00","53.5","11175","1015.2","Melko pilvistä (7/8)","-10.8","1.8"
"Helsinki Kaisaniemi","2024","1","20","13:00","53.8","31202","1015.6","Selkeää (0/8)","-10.2","2.1"
"Helsinki Kaisaniemi","2024","1","20","14:00","56.1","42840","1016.3","Selkeää (0/8)","-10","2"
"Helsinki Kaisaniemi","2024","1","20","15:00","57.8","45703","1016.7","Selkeää (0/8)","-10.1","2.1"
"Helsinki Kaisaniemi","2024","1","20","16:00","41.3","37447","1017.7","Pilvistä (8/8)","-12.1","1"
"Helsinki Kaisaniemi","2024","1","20","17:00","202.1","29310","1018.5","Selkeää (0/8)","-13.7","0.5"
"Helsinki Kaisaniemi","2024","1","20","18:00","299.4","32961","1019.4","Selkeää (0/8)","-15.3","1.1"
"Helsinki Kaisaniemi","2024","1","20","19:00","318.7","30078","1020.2","Selkeää (0/8)","-16.1","1.1"
"Helsinki Kaisaniemi","2024","1","20","20:00","293.8","26748","1021","Selkeää (0/8)","-16.7","0.9"
"Helsinki Kaisaniemi","2024","1","20","21:00","254","24475","1021.5","Selkeää (0/8)","-17.3","0.8"
"Helsinki Kaisaniemi","2024","1","20","22:00","236.7","24762","1022.3","Selkeää (0/8)","-17.7","0.7"
"Helsinki Kaisaniemi","2024","1","20","23:00","293.6","22429","1022.9","Selkeää (0/8)","-18.4","0.8"
"Helsinki Kaisaniemi","2024","1","21","00:00","260.6","21123","1023.2","Selkeää (0/8)","-18.8","0.6"
"Helsinki Kaisaniemi","2024","1","21","01:00","241","21093","1023.8","Puolipilvistä (4/8)","-19","0.7"
"Helsinki Kaisaniemi","2024","1","21","02:00","167.1","16157","1023.8","Melko pilvistä (6/8)","-18.6","0.6"
"Helsinki Kaisaniemi","2024","1","21","03:00","71.4","14678","1024.1","Melko pilvistä (7/8)","-17","0.5"
"Helsinki Kaisaniemi","2024","1","21","04:00","101.7","13247","1024.1","Melko pilvistä (7/8)","-15","0.9"
"Helsinki Kaisaniemi","2024","1","21","05:00","208.9","14147","1024.2","Pilvistä (8/8)","-12.7","2"
"Helsinki Kaisaniemi","2024","1","21","06:00","206.1","42599","1023.9","Pilvistä (8/8)","-6.7","3"
"Helsinki Kaisaniemi","2024","1","21","07:00","212.5","49516","1023.4","Pilvistä (8/8)","-6","1.4"
"Helsinki Kaisaniemi","2024","1","21","08:00","222.9","49168","1023","Pilvistä (8/8)","-4.3","3.4"
"Helsinki Kaisaniemi","2024","1","21","09:00","199.5","47918","1022.4","Pilvistä (8/8)","-3.7","4.2"
"Helsinki Kaisaniemi","2024","1","21","10:00","191.4","40399","1021.9","Pilvistä (8/8)","-3.1","4.6"
"Helsinki Kaisaniemi","2024","1","21","11:00","199.6","40870","1021.5","Melko pilvistä (7/8)","-2.5","4.6"
"Helsinki Kaisaniemi","2024","1","21","12:00","205.8","17419","1020.8","Pilvistä (8/8)","-2.1","5.6"
"Helsinki Kaisaniemi","2024","1","21","13:00","207.8","11345","1020.4","Pilvistä (8/8)","-1.7","6.1"
"Helsinki Kaisaniemi","2024","1","21","14:00","207.7","2456","1019.6","Pilvistä (8/8)","-1.4","6.7"
"Helsinki Kaisaniemi","2024","1","21","15:00","-","3538","1019","Pilvistä (8/8)","-1.1","-"
"Helsinki Kaisaniemi","2024","1","21","16:00","212.7","31464","1018.4","Pilvistä (8/8)","-0.5","6.4"
"Helsinki Kaisaniemi","2024","1","21","17:00","207.1","26975","1017.9","Pilvistä (8/8)","-0.3","7.6"
"Helsinki Kaisaniemi","2024","1","21","18:00","208.1","8930","1017.3","Pilvistä (8/8)","-0.3","6.7"
"Helsinki Kaisaniemi","2024","1","21","19:00","209.8","17614","1016.9","Pilvistä (8/8)","-0.3","7.8"
"Helsinki Kaisaniemi","2024","1","21","20:00","208.9","19064","1016.5","Pilvistä (8/8)","-0.2","7.2"
"Helsinki Kaisaniemi","2024","1","21","21:00","213.1","20993","1016","Pilvistä (8/8)","-0.1","6.5"
"Helsinki Kaisaniemi","2024","1","21","22:00","219.1","20254","1015.5","Pilvistä (8/8)","0.2","6"
"Helsinki Kaisaniemi","2024","1","21","23:00","208","22400","1015","Pilvistä (8/8)","0.2","5.9"
"Helsinki Kaisaniemi","2024","1","22","00:00","195.1","24299","1014","Melko pilvistä (7/8)","-0.2","5"
"Helsinki Kaisaniemi","2024","1","22","01:00","197.6","25292","1013.4","Pilvistä (8/8)","-0.4","5.3"
"Helsinki Kaisaniemi","2024","1","22","02:00","195.6","26137","1012.6","Puolipilvistä (5/8)","-0.5","5.8"
"Helsinki Kaisaniemi","2024","1","22","03:00","191","24093","1011.5","Pilvistä (8/8)","-0.5","6.9"
"Helsinki Kaisaniemi","2024","1","22","04:00","185.3","16164","1010.4","Pilvistä (8/8)","-0.3","7.2"
"Helsinki Kaisaniemi","2024","1","22","05:00","179.6","10161","1009.3","Pilvistä (8/8)","-0.5","6.7"
"Helsinki Kaisaniemi","2024","1","22","06:00","189.9","5953","1008.5","Pilvistä (8/8)","0.1","6.1"
"Helsinki Kaisaniemi","2024","1","22","07:00","190.7","14223","1007.4","Pilvistä (8/8)","0.4","6.3"
"Helsinki Kaisaniemi","2024","1","22","08:00","193.8","7497","1006.5","Pilvistä (8/8)","0.2","6.4"
"Helsinki Kaisaniemi","2024","1","22","09:00","190.2","14111","1005.5","Pilvistä (8/8)","0.5","6.3"
"Helsinki Kaisaniemi","2024","1","22","10:00","188.2","10768","1004.5","Pilvistä (8/8)","0.3","6.5"
"Helsinki Kaisaniemi","2024","1","22","11:00","185.1","7596","1002.8","Pilvistä (8/8)","0.1","7.3"
