"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila keskiarvo [°C]","Pilvisyys [1/8]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]","Tuulen suunta keskiarvo [°]","Keskituulen nopeus keskiarvo [m/s]"
"Helsinki Kaisaniemi","2024","10","1","08:00","4.1","Melko selkeää (3/8)","1030.3","41.3","0.4"
"Helsinki Kaisaniemi","2024","10","1","09:00","4.2","Puolipilvistä (4/8)","1030.4","60.9","0.5"
"Helsinki Kaisaniemi","2024","10","1","10:00","6.5","Puolipilvistä (4/8)","1030.2","69.1","0.4"
"Helsinki Kaisaniemi","2024","10","1","11:00","8.9","Melko selkeää (3/8)","1029.9","96.9","1.4"
"Helsinki Kaisaniemi","2024","10","1","12:00","11.7","Puolipilvistä (4/8)","1029.4","103.8","1.8"
"Helsinki Kaisaniemi","2024","10","1","13:00","12.2","Selkeää (1/8)","1028.9","146.6","3.9"
"Helsinki Kaisaniemi","2024","10","1","14:00","12","Puolipilvistä (4/8)","1028.2","111","3.7"
"Helsinki Kaisaniemi","2024","10","1","15:00","11.7","Melko pilvistä (6/8)","1027.3","111.4","4.2"
"Helsinki Kaisaniemi","2024","10","1","16:00","11.4","Selkeää (0/8)","1026.4","103.9","4.3"
"Helsinki Kaisaniemi","2024","10","1","17:00","10.7","Selkeää (0/8)","1025.3","89.1","4.8"
"Helsinki Kaisaniemi","2024","10","1","18:00","10.2","Melko selkeää (3/8)","1024.7","83.5","4.4"
"Helsinki Kaisaniemi","2024","10","1","19:00","9.4","Melko pilvistä (7/8)","1024.4","74.8","4"
"Helsinki Kaisaniemi","2024","10","1","20:00","8.8","Melko pilvistä (7/8)","1024.1","61.6","3"
"Helsinki Kaisaniemi","2024","10","1","21:00","8.3","Melko pilvistä (7/8)","1023.8","55.3","3.2"
"Helsinki Kaisaniemi","2024","10","1","22:00","8.1","Melko pilvistä (7/8)","1023.3","41.9","3.1"
"Helsinki Kaisaniemi","2024","10","1","23:00","7.7","Melko pilvistä (6/8)","1022.8","42.1","3.4"
"Helsinki Kaisaniemi","2024","10","2","00:00","7.6","Melko pilvistä (7/8)","1022.3","43.6","3.6"
"Helsinki Kaisaniemi","2024","10","2","01:00","7.3","Melko pilvistä (7/8)","1021.6","40.9","4"
"Helsinki Kaisaniemi","2024","10","2","02:00","7","Pilvistä (8/8)","1021.2","32.6","3.6"
"Helsinki Kaisaniemi","2024","10","2","03:00","6.6","Puolipilvistä (5/8)","1020.4","32.8","3.9"
"Helsinki Kaisaniemi","2024","10","2","04:00","6.1","Melko pilvistä (7/8)","1019.5","30.3","4.1"
"Helsinki Kaisaniemi","2024","10","2","05:00","6.1","Pilvistä (8/8)","1018.7","37.6","4.1"
"Helsinki Kaisaniemi","2024","10","2","06:00","6.3","Pilvistä (8/8)","1018","42.7","3.8"
"Helsinki Kaisaniemi","2024","10","2","07:00","6.4","Pilvistä (8/8)","1017.8","49.1","3.7"
"Helsinki Kaisaniemi","2024","10","2","08:00","6.5","Pilvistä (8/8)","1017.5","33.4","3.7"
"Helsinki Kaisaniemi","2024","10","2","09:00","6.6","Pilvistä (8/8)","1017.2","29","4.5"
"Helsinki Kaisaniemi","2024","10","2","10:00","6.5","Pilvistä (8/8)","1017.1","34.6","4.4"
"Helsinki Kaisaniemi","2024","10","2","11:00","6.4","Pilvistä (8/8)","1016.7","35.1","4.5"
"Helsinki Kaisaniemi","2024","10","2","12:00","6.6","Pilvistä (8/8)","1016.3","34.2","4.7"
"Helsinki Kaisaniemi","2024","10","2","13:00","6.8","Pilvistä (8/8)","1015.6","30","4.9"
"Helsinki Kaisaniemi","2024","10","2","14:00","7.3","Pilvistä (8/8)","1015.2","31.1","3.9"
"Helsinki Kaisaniemi","2024","10","2","15:00","7.9","Pilvistä (8/8)","1014.9","33.4","3.6"
"Helsinki Kaisaniemi","2024","10","2","16:00","8.1","Pilvistä (8/8)","1014.5","29.2","3.7"
"Helsinki Kaisaniemi","2024","10","2","17:00","8","Pilvistä (8/8)","1014.3","30.9","3.7"
"Helsinki Kaisaniemi","2024","10","2","18:00","7.7","Pilvistä (8/8)","1014.2","29.4","3.6"
"Helsinki Kaisaniemi","2024","10","2","19:00","7.3","Pilvistä (8/8)","1014.3","16.2","3.5"
"Helsinki Kaisaniemi","2024","10","2","20:00","6.9","Pilvistä (8/8)","1014.5","26.1","4.1"
"Helsinki Kaisaniemi","2024","10","2","21:00","6.6","Pilvistä (8/8)","1014.7","21.2","3.7"
"Helsinki Kaisaniemi","2024","10","2","22:00","6.5","Melko pilvistä (7/8)","1014.8","19.7","4"
"Helsinki Kaisaniemi","2024","10","2","23:00","6.6","Pilvistä (8/8)","1014.9","28.2","4.4"
"Helsinki Kaisaniemi","2024","10","3","00:00","6.3","Melko selkeää (2/8)","1014.9","23.9","4.1"
"Helsinki Kaisaniemi","2024","10","3","01:00","5.5","Selkeää (0/8)","1014.9","53.3","3.3"
"Helsinki Kaisaniemi","2024","10","3","02:00","4.9","Selkeää (0/8)","1015","347.2","3"
"Helsinki Kaisaniemi","2024","10","3","03:00","5","Melko pilvistä (7/8)","1015.4","352.5","3"
"Helsinki Kaisaniemi","2024","10","3","04:00","4.7","Selkeää (0/8)","1015.6","349.2","3.2"
"Helsinki Kaisaniemi","2024","10","3","05:00","4.5","Selkeää (0/8)","1015.7","341.8","3.4"
"Helsinki Kaisaniemi","2024","10","3","06:00","4.6","Selkeää (0/8)","1015.9","338.6","3.5"
"Helsinki Kaisaniemi","2024","10","3","07:00","4.4","Melko selkeää (3/8)","1016.2","335.1","3.5"
"Helsinki Kaisaniemi","2024","10","3","08:00","5.2","Pilvistä (8/8)","1016.6","338.4","3.5"
"Helsinki Kaisaniemi","2024","10","3","09:00","6.3","Melko pilvistä (7/8)","1017.2","344.1","3.2"
"Helsinki Kaisaniemi","2024","10","3","10:00","7.2","Melko pilvistä (7/8)","1017.7","250.8","3.6"
"Helsinki Kaisaniemi","2024","10","3","11:00","8.3","Melko selkeää (2/8)","1018","279.3","3.9"
"Helsinki Kaisaniemi","2024","10","3","12:00","10","Selkeää (0/8)","1018.2","244.7","3.3"
"Helsinki Kaisaniemi","2024","10","3","13:00","11.3","Selkeää (0/8)","1018.3","183.1","3.6"
"Helsinki Kaisaniemi","2024","10","3","14:00","11.8","Melko selkeää (2/8)","1018.4","14.5","3.9"
"Helsinki Kaisaniemi","2024","10","3","15:00","12","Melko selkeää (2/8)","1018.7","224.1","3.9"
"Helsinki Kaisaniemi","2024","10","3","16:00","11.5","Melko selkeää (2/8)","1018.5","179.8","3.6"
"Helsinki Kaisaniemi","2024","10","3","17:00","11.3","Melko selkeää (2/8)","1018.6","78.5","3"
"Helsinki Kaisaniemi","2024","10","3","18:00","10.8","Melko pilvistä (6/8)","1018.6","320.9","3.1"
"Helsinki Kaisaniemi","2024","10","3","19:00","9.6","Melko pilvistä (6/8)","1018.8","14.2","2.7"
"Helsinki Kaisaniemi","2024","10","3","20:00","8.6","Melko selkeää (3/8)","1019.3","30.5","2.1"
"Helsinki Kaisaniemi","2024","10","3","21:00","7.1","Selkeää (0/8)","1019.6","36","1.9"
"Helsinki Kaisaniemi","2024","10","3","22:00","6.5","Selkeää (0/8)","1019.6","28.7","2"
"Helsinki Kaisaniemi","2024","10","3","23:00","5.8","Selkeää (0/8)","1019.6","21.2","2.5"
"Helsinki Kaisaniemi","2024","10","4","00:00","5.5","Selkeää (0/8)","1019.7","19.3","2.7"
"Helsinki Kaisaniemi","2024","10","4","01:00","5","Selkeää (0/8)","1019.5","15.5","3.5"
"Helsinki Kaisaniemi","2024","10","4","02:00","4.6","Selkeää (0/8)","1019.4","20.5","3.2"
"Helsinki Kaisaniemi","2024","10","4","03:00","4","Selkeää (0/8)","1019.3","17.6","3"
"Helsinki Kaisaniemi","2024","10","4","04:00","3.5","Selkeää (0/8)","1018.9","19.2","2.8"
"Helsinki Kaisaniemi","2024","10","4","05:00","3.2","Selkeää (0/8)","1018.6","20.3","3"
"Helsinki Kaisaniemi","2024","10","4","06:00","3","Selkeää (0/8)","1018.3","19.3","2.8"
"Helsinki Kaisaniemi","2024","10","4","07:00","2.8","Selkeää (0/8)","1018.2","8.7","3.2"
"Helsinki Kaisaniemi","2024","10","4","08:00","2.7","Selkeää (0/8)","1018.1","9","3.4"
"Helsinki Kaisaniemi","2024","10","4","09:00","3.5","Selkeää (0/8)","1018","7.8","3.3"
"Helsinki Kaisaniemi","2024","10","4","10:00","5.8","Selkeää (0/8)","1018.2","18.7","2.6"
"Helsinki Kaisaniemi","2024","10","4","11:00","7.4","Selkeää (0/8)","1018.4","17.1","2.6"
"Helsinki Kaisaniemi","2024","10","4","12:00","9.2","Selkeää (0/8)","1018.2","250.1","3.1"
"Helsinki Kaisaniemi","2024","10","4","13:00","10.7","Selkeää (0/8)","1018","348.6","2.8"
"Helsinki Kaisaniemi","2024","10","4","14:00","11.3","Selkeää (0/8)","1017.9","332.7","3.5"
"Helsinki Kaisaniemi","2024","10","4","15:00","11.8","Selkeää (0/8)","1017.4","339.5","3"
"Helsinki Kaisaniemi","2024","10","4","16:00","11.8","Selkeää (0/8)","1017.2","320.8","3"
"Helsinki Kaisaniemi","2024","10","4","17:00","12","Selkeää (0/8)","1017","310.1","2.7"
"Helsinki Kaisaniemi","2024","10","4","18:00","11.7","Melko pilvistä (7/8)","1016.9","319","3.6"
"Helsinki Kaisaniemi","2024","10","4","19:00","9.6","Selkeää (1/8)","1017","281","2.2"
"Helsinki Kaisaniemi","2024","10","4","20:00","8.4","Melko selkeää (3/8)","1017.2","268.6","2.1"
"Helsinki Kaisaniemi","2024","10","4","21:00","9.1","Selkeää (1/8)","1017.4","256.9","2.8"
"Helsinki Kaisaniemi","2024","10","4","22:00","9.7","Selkeää (0/8)","1017.5","265.4","3"
"Helsinki Kaisaniemi","2024","10","4","23:00","8.1","Melko selkeää (3/8)","1017.7","279.3","2.9"
"Helsinki Kaisaniemi","2024","10","5","00:00","7.3","Selkeää (1/8)","1017.8","288.9","2.6"
"Helsinki Kaisaniemi","2024","10","5","01:00","6.7","Selkeää (0/8)","1017.8","282","2.7"
"Helsinki Kaisaniemi","2024","10","5","02:00","6.4","Selkeää (1/8)","1017.9","291.4","2.6"
"Helsinki Kaisaniemi","2024","10","5","03:00","6","Selkeää (0/8)","1018","309.4","2.2"
"Helsinki Kaisaniemi","2024","10","5","04:00","5.3","Selkeää (0/8)","1017.9","283.7","1.5"
"Helsinki Kaisaniemi","2024","10","5","05:00","5.3","Selkeää (0/8)","1017.8","288.4","1.6"
"Helsinki Kaisaniemi","2024","10","5","06:00","5.5","Pilvistä (8/8)","1017.9","290","2.1"
"Helsinki Kaisaniemi","2024","10","5","07:00","5.5","Melko pilvistä (7/8)","1018","287","1.9"
"Helsinki Kaisaniemi","2024","10","5","08:00","5.2","Melko selkeää (2/8)","1017.8","277.5","2.2"
"Helsinki Kaisaniemi","2024","10","5","09:00","5.9","Selkeää (1/8)","1018.1","291.1","1.8"
"Helsinki Kaisaniemi","2024","10","5","10:00","7.9","Selkeää (0/8)","1018.3","279.3","1.8"
"Helsinki Kaisaniemi","2024","10","5","11:00","10","Selkeää (0/8)","1018.3","279.1","1.7"
"Helsinki Kaisaniemi","2024","10","5","12:00","11.6","Selkeää (0/8)","1018.4","287.3","2.8"
"Helsinki Kaisaniemi","2024","10","5","13:00","12.8","Selkeää (0/8)","1018.3","282.2","2.6"
"Helsinki Kaisaniemi","2024","10","5","14:00","13.8","Melko selkeää (2/8)","1018.3","273.3","2.4"
"Helsinki Kaisaniemi","2024","10","5","15:00","14","Melko pilvistä (6/8)","1017.9","247.5","2.4"
"Helsinki Kaisaniemi","2024","10","5","16:00","13.8","Melko selkeää (3/8)","1017.6","261.8","1.9"
"Helsinki Kaisaniemi","2024","10","5","17:00","13.4","Puolipilvistä (5/8)","1017.4","212","2.6"
"Helsinki Kaisaniemi","2024","10","5","18:00","12.7","Selkeää (0/8)","1017.3","247.3","2.2"
"Helsinki Kaisaniemi","2024","10","5","19:00","10.7","Selkeää (0/8)","1017.1","239.2","1.5"
"Helsinki Kaisaniemi","2024","10","5","20:00","9","Pilvistä (8/8)","1017.2","233.2","0.8"
"Helsinki Kaisaniemi","2024","10","5","21:00","8.2","Melko pilvistä (6/8)","1017","215.6","1.5"
"Helsinki Kaisaniemi","2024","10","5","22:00","8.1","Puolipilvistä (5/8)","1017.1","254.4","2.1"
"Helsinki Kaisaniemi","2024","10","5","23:00","9.4","Selkeää (0/8)","1017.4","272.7","2.6"
"Helsinki Kaisaniemi","2024","10","6","00:00","8","Melko selkeää (3/8)","1017.3","270.1","1.9"
"Helsinki Kaisaniemi","2024","10","6","01:00","7.7","Selkeää (0/8)","1017.1","268.1","1.7"
"Helsinki Kaisaniemi","2024","10","6","02:00","7.2","Melko pilvistä (7/8)","1016.7","245.3","0.6"
"Helsinki Kaisaniemi","2024","10","6","03:00","8.5","Pilvistä (8/8)","1016.4","205.3","1.6"
"Helsinki Kaisaniemi","2024","10","6","04:00","9.9","Pilvistä (8/8)","1015.8","152.4","1.7"
"Helsinki Kaisaniemi","2024","10","6","05:00","10.3","Pilvistä (8/8)","1015.2","195","1.6"
"Helsinki Kaisaniemi","2024","10","6","06:00","11.6","Melko pilvistä (7/8)","1014.9","243.7","3.2"
"Helsinki Kaisaniemi","2024","10","6","07:00","12.3","Pilvistä (8/8)","1014.6","223.1","4.3"
"Helsinki Kaisaniemi","2024","10","6","08:00","12.5","Melko pilvistä (7/8)","1014.1","226.4","4.9"
"Helsinki Kaisaniemi","2024","10","6","09:00","12.4","Melko pilvistä (7/8)","1014","224.3","4.9"
"Helsinki Kaisaniemi","2024","10","6","10:00","12.6","Pilvistä (8/8)","1013.9","219.7","5.3"
"Helsinki Kaisaniemi","2024","10","6","11:00","13.1","Melko pilvistä (7/8)","1013.9","222.7","6"
"Helsinki Kaisaniemi","2024","10","6","12:00","12.7","Melko pilvistä (7/8)","1013.5","216.8","5.9"
"Helsinki Kaisaniemi","2024","10","6","13:00","13.4","Pilvistä (8/8)","1013.2","233.4","5.5"
"Helsinki Kaisaniemi","2024","10","6","14:00","13.3","Melko pilvistä (7/8)","1012.9","229.1","5.2"
"Helsinki Kaisaniemi","2024","10","6","15:00","13.7","Melko pilvistä (7/8)","1012.5","234.9","5.6"
"Helsinki Kaisaniemi","2024","10","6","16:00","14","Melko pilvistä (7/8)","1012.1","231.9","5.6"
"Helsinki Kaisaniemi","2024","10","6","17:00","14.1","Melko selkeää (2/8)","1011.6","235","5.6"
"Helsinki Kaisaniemi","2024","10","6","18:00","13.4","Melko selkeää (2/8)","1011.3","239.5","5.1"
"Helsinki Kaisaniemi","2024","10","6","19:00","12.9","Selkeää (0/8)","1011.3","243.5","5.1"
"Helsinki Kaisaniemi","2024","10","6","20:00","12.5","Selkeää (0/8)","1011.3","245.2","4.3"
"Helsinki Kaisaniemi","2024","10","6","21:00","12.2","Selkeää (0/8)","1011.4","245","3.5"
"Helsinki Kaisaniemi","2024","10","6","22:00","12","Melko pilvistä (6/8)","1011.4","245.4","2.9"
"Helsinki Kaisaniemi","2024","10","6","23:00","11.2","Melko pilvistä (7/8)","1011.1","259.3","2.3"
"Helsinki Kaisaniemi","2024","10","7","00:00","11.8","Melko pilvistä (7/8)","1010.8","252","3"
"Helsinki Kaisaniemi","2024","10","7","01:00","10.2","Puolipilvistä (5/8)","1010.4","255.9","1.8"
"Helsinki Kaisaniemi","2024","10","7","02:00","9.3","Melko pilvistä (6/8)","1010.3","258","1.4"
"Helsinki Kaisaniemi","2024","10","7","03:00","9.4","Puolipilvistä (4/8)","1010.2","254.5","2.1"
"Helsinki Kaisaniemi","2024","10","7","04:00","8.9","Puolipilvistä (5/8)","1009.9","263.7","1.9"
"Helsinki Kaisaniemi","2024","10","7","05:00","9.1","Melko pilvistä (6/8)","1009.7","276.9","2"
"Helsinki Kaisaniemi","2024","10","7","06:00","9.6","Melko pilvistä (7/8)","1009.6","268.8","2.4"
"Helsinki Kaisaniemi","2024","10","7","07:00","10.3","Melko selkeää (3/8)","1009.5","262.1","2.3"
"Helsinki Kaisaniemi","2024","10","7","08:00","8.6","Selkeää (0/8)","1009.5","290.4","2.4"
"Helsinki Kaisaniemi","2024","10","7","09:00","8.7","Puolipilvistä (5/8)","1009.7","286","2.3"
"Helsinki Kaisaniemi","2024","10","7","10:00","10.9","Melko pilvistä (6/8)","1010","315.8","1.9"
"Helsinki Kaisaniemi","2024","10","7","11:00","11.8","Pilvistä (8/8)","1010.3","324.7","2.4"
"Helsinki Kaisaniemi","2024","10","7","12:00","12.4","Melko pilvistä (7/8)","1010.6","269","2.2"
"Helsinki Kaisaniemi","2024","10","7","13:00","13.2","Melko pilvistä (7/8)","1010.8","302.6","2.1"
"Helsinki Kaisaniemi","2024","10","7","14:00","12.2","Melko pilvistä (6/8)","1011.2","41.1","2.6"
"Helsinki Kaisaniemi","2024","10","7","15:00","12.1","Melko pilvistä (7/8)","1011.1","94.2","0.9"
"Helsinki Kaisaniemi","2024","10","7","16:00","12.4","Pilvistä (8/8)","1011.4","115.9","3.1"
"Helsinki Kaisaniemi","2024","10","7","17:00","11","Pilvistä (8/8)","1011.8","60.6","2.7"
"Helsinki Kaisaniemi","2024","10","7","18:00","11.1","Pilvistä (8/8)","1011.7","55.9","2.9"
"Helsinki Kaisaniemi","2024","10","7","19:00","10.6","Pilvistä (8/8)","1012.2","48.6","3.5"
"Helsinki Kaisaniemi","2024","10","7","20:00","9.6","Pilvistä (8/8)","1012.9","50","3.9"
"Helsinki Kaisaniemi","2024","10","7","21:00","8.7","Melko pilvistä (7/8)","1013.4","52.1","3.9"
"Helsinki Kaisaniemi","2024","10","7","22:00","8.2","Melko pilvistä (7/8)","1013.8","58.2","4.2"
"Helsinki Kaisaniemi","2024","10","7","23:00","7.3","Melko pilvistä (7/8)","1014.3","53.7","4.3"
"Helsinki Kaisaniemi","2024","10","8","00:00","6","Pilvistä (8/8)","1014.8","57.7","4.8"
"Helsinki Kaisaniemi","2024","10","8","01:00","5.1","Pilvistä (8/8)","1014.8","64.1","5"
"Helsinki Kaisaniemi","2024","10","8","02:00","4.5","Pilvistä (8/8)","1015","64.6","4.8"
"Helsinki Kaisaniemi","2024","10","8","03:00","4.6","Pilvistä (8/8)","1015.4","58.6","4.4"
"Helsinki Kaisaniemi","2024","10","8","04:00","4.7","Pilvistä (8/8)","1015.4","51.2","3.5"
"Helsinki Kaisaniemi","2024","10","8","05:00","4.9","Pilvistä (8/8)","1015.4","57.3","3.5"
"Helsinki Kaisaniemi","2024","10","8","06:00","4.9","Pilvistä (8/8)","1015.3","70.7","4.8"
"Helsinki Kaisaniemi","2024","10","8","07:00","5","Pilvistä (8/8)","1015.2","72.1","4.7"
"Helsinki Kaisaniemi","2024","10","8","08:00","5.2","Pilvistä (8/8)","1015.2","62.1","3.7"
"Helsinki Kaisaniemi","2024","10","8","09:00","5.6","Pilvistä (8/8)","1015.4","59.7","3.8"
"Helsinki Kaisaniemi","2024","10","8","10:00","6","Pilvistä (8/8)","1015.7","61.7","3.9"
"Helsinki Kaisaniemi","2024","10","8","11:00","6.9","Melko pilvistä (7/8)","1015.8","59.5","3.3"
"Helsinki Kaisaniemi","2024","10","8","12:00","8.3","Melko selkeää (3/8)","1015.6","75.6","3.9"
"Helsinki Kaisaniemi","2024","10","8","13:00","9.7","Melko pilvistä (7/8)","1015.4","88.6","4.8"
"Helsinki Kaisaniemi","2024","10","8","14:00","9.6","Melko pilvistä (7/8)","1015.3","86.8","5.3"
"Helsinki Kaisaniemi","2024","10","8","15:00","9.8","Melko pilvistä (7/8)","1015.3","82.7","4.7"
"Helsinki Kaisaniemi","2024","10","8","16:00","10.1","Pilvistä (8/8)","1015.2","81.3","5"
"Helsinki Kaisaniemi","2024","10","8","17:00","9.9","Pilvistä (8/8)","1015","80.3","5"
"Helsinki Kaisaniemi","2024","10","8","18:00","9.6","Pilvistä (8/8)","1014.9","77.9","5.6"
"Helsinki Kaisaniemi","2024","10","8","19:00","9.4","Pilvistä (8/8)","1014.7","79.3","4.8"
"Helsinki Kaisaniemi","2024","10","8","20:00","9.3","Pilvistä (8/8)","1014.7","71.7","4.8"
"Helsinki Kaisaniemi","2024","10","8","21:00","9.2","Pilvistä (8/8)","1014.8","77.4","4.7"
"Helsinki Kaisaniemi","2024","10","8","22:00","8.6","Pilvistä (8/8)","1014.7","71.3","4.8"
"Helsinki Kaisaniemi","2024","10","8","23:00","7.7","Pilvistä (8/8)","1014.5","62.3","4"
"Helsinki Kaisaniemi","2024","10","9","00:00","7.4","Melko pilvistä (7/8)","1014.3","71.7","3.7"
"Helsinki Kaisaniemi","2024","10","9","01:00","7.5","Pilvistä (8/8)","1014","72","3.1"
"Helsinki Kaisaniemi","2024","10","9","02:00","8.1","Pilvistä (8/8)","1013.6","88.2","3"
"Helsinki Kaisaniemi","2024","10","9","03:00","9.7","Melko pilvistä (7/8)","1013.6","139.6","4.4"
"Helsinki Kaisaniemi","2024","10","9","04:00","9.6","Pilvistä (8/8)","1013","135.4","4"
"Helsinki Kaisaniemi","2024","10","9","05:00","10.3","Pilvistä (8/8)","1012.3","139.7","5.1"
"Helsinki Kaisaniemi","2024","10","9","06:00","10.3","Pilvistä (8/8)","1011.7","142.3","5.4"
"Helsinki Kaisaniemi","2024","10","9","07:00","10.3","Pilvistä (8/8)","1010.7","136.6","6.1"
"Helsinki Kaisaniemi","2024","10","9","08:00","10.2","Pilvistä (8/8)","1010","134.6","6"
"Helsinki Kaisaniemi","2024","10","9","09:00","10.1","Pilvistä (8/8)","1009.4","130.4","7.2"
"Helsinki Kaisaniemi","2024","10","9","10:00","10.1","Pilvistä (8/8)","1009.3","127.5","7"
"Helsinki Kaisaniemi","2024","10","9","11:00","9.6","Pilvistä (8/8)","1008.7","124.5","7.6"
"Helsinki Kaisaniemi","2024","10","9","12:00","9.4","Pilvistä (8/8)","1008","121.3","7.9"
"Helsinki Kaisaniemi","2024","10","9","13:00","9.4","Pilvistä (8/8)","1007.2","119.4","7.9"
"Helsinki Kaisaniemi","2024","10","9","14:00","9.5","Pilvistä (8/8)","1006.1","115.6","9.7"
"Helsinki Kaisaniemi","2024","10","9","15:00","9.7","Pilvistä (8/8)","1004.6","114","11.7"
"Helsinki Kaisaniemi","2024","10","9","16:00","9.7","Melko pilvistä (7/8)","1003.1","112.1","12.6"
"Helsinki Kaisaniemi","2024","10","9","17:00","9.6","Pilvistä (8/8)","1001.7","113.9","13.7"
"Helsinki Kaisaniemi","2024","10","9","18:00","9.3","Pilvistä (8/8)","1000.3","114.4","14.6"
"Helsinki Kaisaniemi","2024","10","9","19:00","9.1","Pilvistä (8/8)","999.2","118.5","12.9"
"Helsinki Kaisaniemi","2024","10","9","20:00","8.6","Pilvistä (8/8)","999","120.8","10.2"
"Helsinki Kaisaniemi","2024","10","9","21:00","8.4","Pilvistä (8/8)","998.1","120.3","8.8"
"Helsinki Kaisaniemi","2024","10","9","22:00","8.7","Pilvistä (8/8)","997.1","125.9","8.1"
"Helsinki Kaisaniemi","2024","10","9","23:00","8.8","Pilvistä (8/8)","996.4","133.2","7.6"
"Helsinki Kaisaniemi","2024","10","10","00:00","9.7","Pilvistä (8/8)","995.2","147.4","7.3"
"Helsinki Kaisaniemi","2024","10","10","01:00","11","Pilvistä (8/8)","994.8","173.6","8.9"
"Helsinki Kaisaniemi","2024","10","10","02:00","12","Pilvistä (8/8)","995.4","192.9","6.5"
"Helsinki Kaisaniemi","2024","10","10","03:00","13.2","Melko pilvistä (7/8)","996.3","229.4","3.4"
"Helsinki Kaisaniemi","2024","10","10","04:00","13.1","Melko pilvistä (7/8)","996.8","217.6","2.9"
"Helsinki Kaisaniemi","2024","10","10","05:00","13.4","Pilvistä (8/8)","997.3","199.2","3.8"
"Helsinki Kaisaniemi","2024","10","10","06:00","13.2","Melko pilvistä (7/8)","997.6","193.6","3.5"
"Helsinki Kaisaniemi","2024","10","10","07:00","13.2","Melko pilvistä (7/8)","997.6","189.5","3.8"
"Helsinki Kaisaniemi","2024","10","10","08:00","13.1","Melko pilvistä (7/8)","997.7","184.6","3.9"
"Helsinki Kaisaniemi","2024","10","10","09:00","13","Pilvistä (8/8)","998","170.7","4.8"
"Helsinki Kaisaniemi","2024","10","10","10:00","12.8","Pilvistä (8/8)","998.4","161.6","4.8"
"Helsinki Kaisaniemi","2024","10","10","11:00","12.7","Melko pilvistä (7/8)","998.1","143.4","4"
"Helsinki Kaisaniemi","2024","10","10","12:00","12.6","Pilvistä (8/8)","998","126.7","4.2"
"Helsinki Kaisaniemi","2024","10","10","13:00","12.2","Pilvistä (8/8)","997.8","117.1","5.4"
"Helsinki Kaisaniemi","2024","10","10","14:00","12.3","Pilvistä (8/8)","997.4","115.7","5.8"
"Helsinki Kaisaniemi","2024","10","10","15:00","12.3","Pilvistä (8/8)","996.8","115.4","6.4"
"Helsinki Kaisaniemi","2024","10","10","16:00","12","Pilvistä (8/8)","996.1","117.7","6.4"
"Helsinki Kaisaniemi","2024","10","10","17:00","12","Pilvistä (8/8)","995.5","118.2","5.9"
"Helsinki Kaisaniemi","2024","10","10","18:00","12.2","Pilvistä (8/8)","995","124.8","5.6"
"Helsinki Kaisaniemi","2024","10","10","19:00","12.4","Pilvistä (8/8)","994.3","130.4","5"
"Helsinki Kaisaniemi","2024","10","10","20:00","12.7","Pilvistä (8/8)","993.9","144.1","5.4"
"Helsinki Kaisaniemi","2024","10","10","21:00","13","Pilvistä (8/8)","993.5","139.8","5"
"Helsinki Kaisaniemi","2024","10","10","22:00","13.2","Pilvistä (8/8)","992.9","143.5","5.6"
"Helsinki Kaisaniemi","2024","10","10","23:00","13.5","Pilvistä (8/8)","992.1","135.6","5.3"
"Helsinki Kaisaniemi","2024","10","11","00:00","13.8","Pilvistä (8/8)","991.4","137.1","5.9"
"Helsinki Kaisaniemi","2024","10","11","01:00","14.3","Pilvistä (8/8)","990.9","145.8","5.9"
"Helsinki Kaisaniemi","2024","10","11","02:00","14.5","Pilvistä (8/8)","990.3","147.4","5.8"
"Helsinki Kaisaniemi","2024","10","11","03:00","14.6","Pilvistä (8/8)","989.7","152.4","6"
"Helsinki Kaisaniemi","2024","10","11","04:00","15","Pilvistä (8/8)","989.5","162.6","7"
"Helsinki Kaisaniemi","2024","10","11","05:00","14.9","Pilvistä (8/8)","989.7","172.3","7.1"
"Helsinki Kaisaniemi","2024","10","11","06:00","14.3","Pilvistä (8/8)","990.4","204.1","6.2"
"Helsinki Kaisaniemi","2024","10","11","07:00","13.8","Pilvistä (8/8)","991.6","-","-"
"Helsinki Kaisaniemi","2024","10","11","08:00","13.7","Pilvistä (8/8)","992.8","224","6.7"
"Helsinki Kaisaniemi","2024","10","11","09:00","13.6","Pilvistä (8/8)","993.8","227.5","6"
"Helsinki Kaisaniemi","2024","10","11","10:00","13.5","Pilvistä (8/8)","994.9","242.9","5.4"
"Helsinki Kaisaniemi","2024","10","11","11:00","13.5","Melko pilvistä (7/8)","996","232.7","4.3"
"Helsinki Kaisaniemi","2024","10","11","12:00","13.4","Pilvistä (8/8)","997","226.9","4.1"
"Helsinki Kaisaniemi","2024","10","11","13:00","13","Pilvistä (8/8)","997.8","219.3","5"
"Helsinki Kaisaniemi","2024","10","11","14:00","13","Pilvistä (8/8)","998.4","226.6","6.3"
"Helsinki Kaisaniemi","2024","10","11","15:00","13","Melko pilvistä (7/8)","998.8","223.3","6.2"
"Helsinki Kaisaniemi","2024","10","11","16:00","13","Pilvistä (8/8)","999.2","220.7","6.1"
"Helsinki Kaisaniemi","2024","10","11","17:00","12.6","Melko pilvistä (7/8)","999.6","219.2","5.4"
