"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Näkyvyys keskiarvo [m]","Ilman lämpötila keskiarvo [°C]","Tuulen suunta keskiarvo [°]","Keskituulen nopeus keskiarvo [m/s]","Pilvisyys [1/8]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]"
"Helsinki Kaisaniemi","2024","5","9","08:00","47644","3.6","273.6","2.3","Pilvistä (8/8)","1025.1"
"Helsinki Kaisaniemi","2024","5","9","09:00","48173","4.7","276.9","2.2","Pilvistä (8/8)","1024.8"
"Helsinki Kaisaniemi","2024","5","9","10:00","45802","5.8","267.6","2.4","Pilvistä (8/8)","1024.5"
"Helsinki Kaisaniemi","2024","5","9","11:00","41807","5.7","237.5","3","Pilvistä (8/8)","1023.9"
"Helsinki Kaisaniemi","2024","5","9","12:00","44178","6.6","236.5","4.2","Pilvistä (8/8)","1023.1"
"Helsinki Kaisaniemi","2024","5","9","13:00","40641","6.8","218","4.3","Melko pilvistä (7/8)","1022.4"
"Helsinki Kaisaniemi","2024","5","9","14:00","35939","7.7","219.8","4.6","Selkeää (0/8)","1021.5"
"Helsinki Kaisaniemi","2024","5","9","15:00","37637","7.3","220","5.5","Selkeää (0/8)","1020.7"
"Helsinki Kaisaniemi","2024","5","9","16:00","37221","7.4","217.9","5.5","Selkeää (0/8)","1019.8"
"Helsinki Kaisaniemi","2024","5","9","17:00","40413","7.4","218.2","6.1","Selkeää (0/8)","1019"
"Helsinki Kaisaniemi","2024","5","9","18:00","45444","8.2","228.7","5.2","Selkeää (0/8)","1018.2"
"Helsinki Kaisaniemi","2024","5","9","19:00","49722","7.5","224.7","5.1","Selkeää (0/8)","1017.4"
"Helsinki Kaisaniemi","2024","5","9","20:00","50000","7.1","228.7","4.5","Puolipilvistä (5/8)","1016.6"
"Helsinki Kaisaniemi","2024","5","9","21:00","50000","6.8","241.7","4.2","Pilvistä (8/8)","1015.9"
"Helsinki Kaisaniemi","2024","5","9","22:00","50000","6.6","246.3","4","Pilvistä (8/8)","1015.4"
"Helsinki Kaisaniemi","2024","5","9","23:00","48928","6.1","246.8","3.4","Pilvistä (8/8)","1014.7"
"Helsinki Kaisaniemi","2024","5","10","00:00","37566","5.9","254.4","3.4","Pilvistä (8/8)","1014.2"
"Helsinki Kaisaniemi","2024","5","10","01:00","26077","5.8","266.3","3.3","Pilvistä (8/8)","1013.6"
"Helsinki Kaisaniemi","2024","5","10","02:00","24883","5.8","257","2.8","Pilvistä (8/8)","1012.9"
"Helsinki Kaisaniemi","2024","5","10","03:00","18951","5.6","233.8","2.5","Pilvistä (8/8)","1012.1"
"Helsinki Kaisaniemi","2024","5","10","04:00","14219","5.4","239.6","2.9","Pilvistä (8/8)","1011.4"
"Helsinki Kaisaniemi","2024","5","10","05:00","9210","5.6","246.8","2.8","Pilvistä (8/8)","1010.7"
"Helsinki Kaisaniemi","2024","5","10","06:00","11503","5.7","276.9","3.1","Pilvistä (8/8)","1010.3"
"Helsinki Kaisaniemi","2024","5","10","07:00","31369","6.1","292.7","3.3","Pilvistä (8/8)","1009.9"
"Helsinki Kaisaniemi","2024","5","10","08:00","49289","6.7","316.2","4.1","Pilvistä (8/8)","1010.1"
"Helsinki Kaisaniemi","2024","5","10","09:00","49660","7.2","327.5","4.7","Pilvistä (8/8)","1010.4"
"Helsinki Kaisaniemi","2024","5","10","10:00","50000","7.7","327.5","5.8","Pilvistä (8/8)","1010.7"
"Helsinki Kaisaniemi","2024","5","10","11:00","50000","7.6","327.1","6.4","Pilvistä (8/8)","1011.3"
"Helsinki Kaisaniemi","2024","5","10","12:00","50000","7.7","328.9","7.5","Pilvistä (8/8)","1011.8"
"Helsinki Kaisaniemi","2024","5","10","13:00","47027","9.4","335.7","7.7","Selkeää (1/8)","1012.3"
"Helsinki Kaisaniemi","2024","5","10","14:00","40341","11.6","340.4","7.1","Selkeää (1/8)","1012.6"
"Helsinki Kaisaniemi","2024","5","10","15:00","39581","12.5","332.6","7.9","Selkeää (0/8)","1012.9"
"Helsinki Kaisaniemi","2024","5","10","16:00","41411","12.9","338.3","7.2","Selkeää (1/8)","1013.2"
"Helsinki Kaisaniemi","2024","5","10","17:00","44396","12.8","351.1","5.8","Selkeää (1/8)","1013.6"
"Helsinki Kaisaniemi","2024","5","10","18:00","49141","12.3","340.8","6","Selkeää (0/8)","1013.9"
"Helsinki Kaisaniemi","2024","5","10","19:00","49868","12.5","342.6","6.7","Selkeää (1/8)","1014"
"Helsinki Kaisaniemi","2024","5","10","20:00","49133","12.1","339.5","7","Melko pilvistä (7/8)","1014.4"
"Helsinki Kaisaniemi","2024","5","10","21:00","50000","11","345.6","5.1","Selkeää (1/8)","1014.8"
"Helsinki Kaisaniemi","2024","5","10","22:00","49854","9.5","328","4.8","Selkeää (1/8)","1015.5"
"Helsinki Kaisaniemi","2024","5","10","23:00","50000","8.9","320.6","4.9","Selkeää (0/8)","1016"
"Helsinki Kaisaniemi","2024","5","11","00:00","50000","8.3","322.1","5.2","Selkeää (0/8)","1016.5"
"Helsinki Kaisaniemi","2024","5","11","01:00","50000","7.6","315.4","5.1","Selkeää (0/8)","1016.9"
"Helsinki Kaisaniemi","2024","5","11","02:00","50000","6.8","315.1","5.1","Selkeää (0/8)","1017.3"
"Helsinki Kaisaniemi","2024","5","11","03:00","50000","6","324","5.2","Selkeää (0/8)","1017.9"
"Helsinki Kaisaniemi","2024","5","11","04:00","50000","5.3","318.5","4.7","Selkeää (0/8)","1018.3"
"Helsinki Kaisaniemi","2024","5","11","05:00","50000","4.6","318.2","4.4","Selkeää (0/8)","1018.7"
"Helsinki Kaisaniemi","2024","5","11","06:00","49530","4.9","322.3","5.2","Selkeää (0/8)","1019.2"
"Helsinki Kaisaniemi","2024","5","11","07:00","50000","5.7","323.2","5.7","Selkeää (0/8)","1019.6"
"Helsinki Kaisaniemi","2024","5","11","08:00","50000","7.3","330.3","5.8","Selkeää (0/8)","1019.8"
"Helsinki Kaisaniemi","2024","5","11","09:00","48648","8.8","339.2","5.9","Selkeää (0/8)","1020.1"
"Helsinki Kaisaniemi","2024","5","11","10:00","45584","9.9","335.3","7.7","Selkeää (0/8)","1020.1"
"Helsinki Kaisaniemi","2024","5","11","11:00","41276","11.1","336.7","7.8","Selkeää (0/8)","1020"
"Helsinki Kaisaniemi","2024","5","11","12:00","42855","12.1","330.3","8.1","Selkeää (0/8)","1020.1"
"Helsinki Kaisaniemi","2024","5","11","13:00","41572","12.9","334.2","7.4","Selkeää (0/8)","1020.1"
"Helsinki Kaisaniemi","2024","5","11","14:00","38173","13.4","325.2","8.5","Selkeää (0/8)","1020.1"
"Helsinki Kaisaniemi","2024","5","11","15:00","41420","14","341.9","7.1","Selkeää (0/8)","1020"
"Helsinki Kaisaniemi","2024","5","11","16:00","42755","14.4","340.9","7.2","Selkeää (0/8)","1019.9"
"Helsinki Kaisaniemi","2024","5","11","17:00","44265","15","338.7","6.6","Selkeää (0/8)","1019.8"
"Helsinki Kaisaniemi","2024","5","11","18:00","47637","15","332.7","6.1","Selkeää (0/8)","1019.9"
"Helsinki Kaisaniemi","2024","5","11","19:00","50000","14.8","268.1","5.1","Selkeää (0/8)","1020"
"Helsinki Kaisaniemi","2024","5","11","20:00","50000","13.8","73.7","5.2","Selkeää (0/8)","1020.1"
"Helsinki Kaisaniemi","2024","5","11","21:00","50000","12.9","212.3","3.7","Selkeää (0/8)","1020.3"
"Helsinki Kaisaniemi","2024","5","11","22:00","48746","11.5","350.9","2.9","Selkeää (0/8)","1020.7"
"Helsinki Kaisaniemi","2024","5","11","23:00","48894","9.7","341.6","2.7","Selkeää (0/8)","1021"
"Helsinki Kaisaniemi","2024","5","12","00:00","49866","8.6","335.5","2.4","Selkeää (0/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","12","01:00","50000","7.3","327","3.3","Selkeää (0/8)","1021.8"
"Helsinki Kaisaniemi","2024","5","12","02:00","49672","6.3","321.9","2.7","Selkeää (0/8)","1022.1"
"Helsinki Kaisaniemi","2024","5","12","03:00","50000","5.7","340.3","3.5","Selkeää (0/8)","1022.4"
"Helsinki Kaisaniemi","2024","5","12","04:00","50000","5.4","337.4","2.7","Selkeää (0/8)","1022.5"
"Helsinki Kaisaniemi","2024","5","12","05:00","50000","4.7","345.6","2.9","Selkeää (0/8)","1022.7"
"Helsinki Kaisaniemi","2024","5","12","06:00","50000","4.7","350.3","2.4","Selkeää (0/8)","1022.9"
"Helsinki Kaisaniemi","2024","5","12","07:00","50000","5.8","250.1","1.8","Selkeää (0/8)","1023.1"
"Helsinki Kaisaniemi","2024","5","12","08:00","49728","8.2","246.9","1.9","Selkeää (0/8)","1023.4"
"Helsinki Kaisaniemi","2024","5","12","09:00","47262","10.2","334.3","1.9","Selkeää (0/8)","1023.6"
"Helsinki Kaisaniemi","2024","5","12","10:00","42076","11.8","209","2.1","Selkeää (0/8)","1023.5"
"Helsinki Kaisaniemi","2024","5","12","11:00","46489","12.9","139.5","2.5","Selkeää (0/8)","1023.4"
"Helsinki Kaisaniemi","2024","5","12","12:00","43760","12.9","235.4","2.1","Melko pilvistä (6/8)","1023.2"
"Helsinki Kaisaniemi","2024","5","12","13:00","44783","12","210.3","4.2","Selkeää (0/8)","1023.3"
"Helsinki Kaisaniemi","2024","5","12","14:00","41774","11.4","219.5","5.1","Selkeää (1/8)","1023.3"
"Helsinki Kaisaniemi","2024","5","12","15:00","45486","11.4","222.3","4","Melko pilvistä (7/8)","1022.9"
"Helsinki Kaisaniemi","2024","5","12","16:00","45676","11.2","218.6","4.5","Melko pilvistä (7/8)","1022.4"
"Helsinki Kaisaniemi","2024","5","12","17:00","44250","11.1","216.9","4.1","Selkeää (1/8)","1022"
"Helsinki Kaisaniemi","2024","5","12","18:00","46042","11.8","218.7","4.6","Selkeää (0/8)","1021.8"
"Helsinki Kaisaniemi","2024","5","12","19:00","49937","11.5","222.1","4.1","Melko pilvistä (7/8)","1021.5"
"Helsinki Kaisaniemi","2024","5","12","20:00","50000","11.2","219.9","1.9","Pilvistä (8/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","12","21:00","48226","11.5","294.1","2.1","Pilvistä (8/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","12","22:00","48055","11.6","313.6","2.7","Pilvistä (8/8)","1021.6"
"Helsinki Kaisaniemi","2024","5","12","23:00","50000","11.5","301.6","2.1","Pilvistä (8/8)","1021.7"
"Helsinki Kaisaniemi","2024","5","13","00:00","50000","12","266.9","2","Pilvistä (8/8)","1021.7"
"Helsinki Kaisaniemi","2024","5","13","01:00","50000","11.2","253.9","2.6","Pilvistä (8/8)","1021.6"
"Helsinki Kaisaniemi","2024","5","13","02:00","47142","10.9","271.2","2.2","Pilvistä (8/8)","1021.5"
"Helsinki Kaisaniemi","2024","5","13","03:00","50000","10.8","263.7","2.2","Pilvistä (8/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","13","04:00","38981","10.3","264.5","2.3","Pilvistä (8/8)","1021.3"
"Helsinki Kaisaniemi","2024","5","13","05:00","50000","10.1","248.1","1.4","Pilvistä (8/8)","1021.2"
"Helsinki Kaisaniemi","2024","5","13","06:00","49548","9.3","259.5","1.8","Pilvistä (8/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","13","07:00","46558","9.6","279.7","1.4","Pilvistä (8/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","13","08:00","36246","10.4","274.7","2","Pilvistä (8/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","13","09:00","33023","12","282.2","2","Melko pilvistä (7/8)","1021.3"
"Helsinki Kaisaniemi","2024","5","13","10:00","34806","12.6","269.1","2.6","Pilvistä (8/8)","1021.3"
"Helsinki Kaisaniemi","2024","5","13","11:00","35456","13","236","2.3","Melko pilvistä (7/8)","1021.2"
"Helsinki Kaisaniemi","2024","5","13","12:00","29228","14.4","217.6","2.6","Melko pilvistä (6/8)","1021"
"Helsinki Kaisaniemi","2024","5","13","13:00","29150","14.9","214.4","4","Melko pilvistä (7/8)","1020.7"
"Helsinki Kaisaniemi","2024","5","13","14:00","30262","15.2","221.4","4.1","Melko selkeää (2/8)","1020.4"
"Helsinki Kaisaniemi","2024","5","13","15:00","32884","14.8","221.7","4.9","Melko pilvistä (6/8)","1020.1"
"Helsinki Kaisaniemi","2024","5","13","16:00","30447","13.9","220.4","5.3","Puolipilvistä (5/8)","1019.9"
"Helsinki Kaisaniemi","2024","5","13","17:00","37947","13.6","222.5","4.9","Melko selkeää (2/8)","1019.7"
"Helsinki Kaisaniemi","2024","5","13","18:00","38725","14.2","222.5","4.6","Selkeää (1/8)","1019.4"
"Helsinki Kaisaniemi","2024","5","13","19:00","48793","13.3","224","4.3","Puolipilvistä (5/8)","1019.1"
"Helsinki Kaisaniemi","2024","5","13","20:00","47219","11.6","220.2","2.1","Melko pilvistä (6/8)","1019"
"Helsinki Kaisaniemi","2024","5","13","21:00","48561","10.9","201.7","1.7","Melko pilvistä (6/8)","1018.9"
"Helsinki Kaisaniemi","2024","5","13","22:00","46560","10.4","178.1","1","Melko pilvistä (7/8)","1019"
"Helsinki Kaisaniemi","2024","5","13","23:00","48693","9.8","178.4","1.2","Melko pilvistä (7/8)","1018.9"
"Helsinki Kaisaniemi","2024","5","14","00:00","47646","9.5","180.2","0.7","Pilvistä (8/8)","1019"
"Helsinki Kaisaniemi","2024","5","14","01:00","47592","9.3","109","1.3","Pilvistä (8/8)","1019"
"Helsinki Kaisaniemi","2024","5","14","02:00","49792","9.2","109.2","0.9","Pilvistä (8/8)","1019.1"
"Helsinki Kaisaniemi","2024","5","14","03:00","43336","9.1","120.2","0.6","Pilvistä (8/8)","1019"
"Helsinki Kaisaniemi","2024","5","14","04:00","47371","9","97.3","0.7","Pilvistä (8/8)","1019.2"
"Helsinki Kaisaniemi","2024","5","14","05:00","45941","9.1","104.1","0.9","Pilvistä (8/8)","1019.2"
"Helsinki Kaisaniemi","2024","5","14","06:00","49532","9.7","103","1.4","Pilvistä (8/8)","1019.5"
"Helsinki Kaisaniemi","2024","5","14","07:00","46919","9.7","113.7","2.4","Melko selkeää (3/8)","1019.9"
"Helsinki Kaisaniemi","2024","5","14","08:00","44211","11","112.8","2.1","Selkeää (0/8)","1020"
"Helsinki Kaisaniemi","2024","5","14","09:00","38071","13.1","108.6","1","Selkeää (0/8)","1020.2"
"Helsinki Kaisaniemi","2024","5","14","10:00","38628","14.4","102.6","1.8","Selkeää (0/8)","1020.5"
"Helsinki Kaisaniemi","2024","5","14","11:00","36653","14.9","112.5","2.4","Selkeää (0/8)","1020.7"
"Helsinki Kaisaniemi","2024","5","14","12:00","37585","14.1","125.1","3.3","Selkeää (0/8)","1021"
"Helsinki Kaisaniemi","2024","5","14","13:00","37541","14.1","106.5","3.8","Selkeää (0/8)","1021.1"
"Helsinki Kaisaniemi","2024","5","14","14:00","34825","13.2","121.5","4.3","Selkeää (0/8)","1021.2"
"Helsinki Kaisaniemi","2024","5","14","15:00","33940","13","129.7","4","Selkeää (0/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","14","16:00","32826","12.7","126.3","3.2","Selkeää (1/8)","1021.3"
"Helsinki Kaisaniemi","2024","5","14","17:00","38699","12.8","121.1","2.8","Puolipilvistä (4/8)","1021.3"
"Helsinki Kaisaniemi","2024","5","14","18:00","35153","12.6","121.3","3.1","Selkeää (1/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","14","19:00","41918","12.5","119.8","3.4","Selkeää (0/8)","1021.3"
"Helsinki Kaisaniemi","2024","5","14","20:00","40831","11.6","133","2.8","Selkeää (0/8)","1021.2"
"Helsinki Kaisaniemi","2024","5","14","21:00","36423","10.9","138.5","3.3","Selkeää (0/8)","1021.2"
"Helsinki Kaisaniemi","2024","5","14","22:00","38196","10.2","144.4","2.1","Selkeää (0/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","14","23:00","48979","9.5","127.6","2.1","Selkeää (0/8)","1021.6"
"Helsinki Kaisaniemi","2024","5","15","00:00","49369","9.1","138.5","1.6","Selkeää (0/8)","1021.9"
"Helsinki Kaisaniemi","2024","5","15","01:00","47745","8.7","190.8","1","Selkeää (0/8)","1021.9"
"Helsinki Kaisaniemi","2024","5","15","02:00","44677","8.4","236.5","1","Selkeää (0/8)","1022"
"Helsinki Kaisaniemi","2024","5","15","03:00","37756","8.3","268.9","0.8","Selkeää (0/8)","1021.8"
"Helsinki Kaisaniemi","2024","5","15","04:00","37158","7.8","307","1.1","Selkeää (0/8)","1022"
"Helsinki Kaisaniemi","2024","5","15","05:00","26317","7.8","299.5","1.3","Selkeää (0/8)","1022.2"
"Helsinki Kaisaniemi","2024","5","15","06:00","27274","8.2","278","1.1","Selkeää (0/8)","1022.4"
"Helsinki Kaisaniemi","2024","5","15","07:00","47818","10.2","282.4","2.1","Selkeää (0/8)","1022.7"
"Helsinki Kaisaniemi","2024","5","15","08:00","36318","13.2","273.9","2.1","Selkeää (0/8)","1022.7"
"Helsinki Kaisaniemi","2024","5","15","09:00","36468","14.9","260.5","3.2","Selkeää (0/8)","1022.7"
"Helsinki Kaisaniemi","2024","5","15","10:00","32943","16.1","237.7","2.5","Selkeää (0/8)","1022.9"
"Helsinki Kaisaniemi","2024","5","15","11:00","34435","17.3","230.6","2.4","Selkeää (0/8)","1022.9"
"Helsinki Kaisaniemi","2024","5","15","12:00","37138","17","216.2","4.3","Selkeää (0/8)","1022.8"
"Helsinki Kaisaniemi","2024","5","15","13:00","19199","17.7","219.2","5.6","Selkeää (0/8)","1022.6"
"Helsinki Kaisaniemi","2024","5","15","14:00","29743","18.2","220.8","6.3","Selkeää (0/8)","1022.4"
"Helsinki Kaisaniemi","2024","5","15","15:00","29370","18.3","220.3","6.5","Selkeää (0/8)","1022.4"
"Helsinki Kaisaniemi","2024","5","15","16:00","27746","18","217.2","5.9","Selkeää (0/8)","1022.2"
"Helsinki Kaisaniemi","2024","5","15","17:00","29356","19.3","225.7","5.1","Selkeää (0/8)","1021.9"
"Helsinki Kaisaniemi","2024","5","15","18:00","35001","19.6","226.4","5.3","Selkeää (0/8)","1021.7"
"Helsinki Kaisaniemi","2024","5","15","19:00","44103","19.1","228.7","5","Selkeää (0/8)","1021.5"
"Helsinki Kaisaniemi","2024","5","15","20:00","48274","18.8","233.2","4.1","Selkeää (0/8)","1021.5"
"Helsinki Kaisaniemi","2024","5","15","21:00","48456","18.7","239.1","3.9","Selkeää (0/8)","1021.6"
"Helsinki Kaisaniemi","2024","5","15","22:00","49954","18.3","253","3.6","Selkeää (0/8)","1021.9"
"Helsinki Kaisaniemi","2024","5","15","23:00","50000","17.4","261.4","2.8","Selkeää (0/8)","1022"
"Helsinki Kaisaniemi","2024","5","16","00:00","50000","16.3","263.9","3","Selkeää (0/8)","1022.3"
"Helsinki Kaisaniemi","2024","5","16","01:00","50000","15.2","256.6","2.4","Selkeää (0/8)","1022.4"
"Helsinki Kaisaniemi","2024","5","16","02:00","49700","13.2","275","2.1","Selkeää (0/8)","1022.5"
"Helsinki Kaisaniemi","2024","5","16","03:00","49920","12.7","281.2","1.8","Selkeää (0/8)","1022.6"
"Helsinki Kaisaniemi","2024","5","16","04:00","47980","12.8","262","2.5","Selkeää (0/8)","1023"
"Helsinki Kaisaniemi","2024","5","16","05:00","49463","12.1","257.8","2.2","Selkeää (0/8)","1023.1"
"Helsinki Kaisaniemi","2024","5","16","06:00","49864","11.9","254.6","2.7","Selkeää (0/8)","1023.3"
"Helsinki Kaisaniemi","2024","5","16","07:00","46177","12.6","257","3.5","Selkeää (0/8)","1023.4"
"Helsinki Kaisaniemi","2024","5","16","08:00","40603","14.3","260.5","3.6","Selkeää (0/8)","1023.5"
"Helsinki Kaisaniemi","2024","5","16","09:00","-","15.7","264.2","2.7","Selkeää (0/8)","1023.6"
"Helsinki Kaisaniemi","2024","5","16","10:00","28829","18.8","265.1","4","Selkeää (0/8)","1023.4"
"Helsinki Kaisaniemi","2024","5","16","11:00","26620","19.1","245.8","4.7","Selkeää (0/8)","1023.3"
"Helsinki Kaisaniemi","2024","5","16","12:00","30171","17.6","221.2","3.8","Selkeää (0/8)","1023.1"
"Helsinki Kaisaniemi","2024","5","16","13:00","28693","17.7","226.2","4.6","Selkeää (0/8)","1022.9"
"Helsinki Kaisaniemi","2024","5","16","14:00","22977","18.9","222.6","4.9","Selkeää (0/8)","1022.8"
"Helsinki Kaisaniemi","2024","5","16","15:00","22730","19.4","219.3","5.5","Selkeää (0/8)","1022.4"
"Helsinki Kaisaniemi","2024","5","16","16:00","26537","19.4","221.3","4.8","Selkeää (0/8)","1022.1"
"Helsinki Kaisaniemi","2024","5","16","17:00","36339","19.5","217.3","3.5","Selkeää (0/8)","1021.7"
"Helsinki Kaisaniemi","2024","5","16","18:00","31566","20.2","215.8","4.5","Selkeää (0/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","16","19:00","44357","20.6","218.3","3.6","Selkeää (0/8)","1021.1"
"Helsinki Kaisaniemi","2024","5","16","20:00","41091","22.6","271","4.8","Selkeää (0/8)","1020.9"
"Helsinki Kaisaniemi","2024","5","16","21:00","42351","22.5","286","5.2","Melko selkeää (3/8)","1020.9"
"Helsinki Kaisaniemi","2024","5","16","22:00","41876","21","292.6","4.1","Selkeää (0/8)","1021.3"
"Helsinki Kaisaniemi","2024","5","16","23:00","36364","19.7","293.5","4.2","Selkeää (0/8)","1021.5"
"Helsinki Kaisaniemi","2024","5","17","00:00","44596","18.2","298.6","4.1","Selkeää (0/8)","1021.9"
"Helsinki Kaisaniemi","2024","5","17","01:00","44323","17.3","298.2","4.2","Selkeää (0/8)","1022"
"Helsinki Kaisaniemi","2024","5","17","02:00","47536","16.3","298.8","4.1","Selkeää (0/8)","1022.1"
"Helsinki Kaisaniemi","2024","5","17","03:00","49074","15.2","302","4.2","Selkeää (0/8)","1022.3"
"Helsinki Kaisaniemi","2024","5","17","04:00","44827","14.1","316.6","3.7","Selkeää (0/8)","1022.6"
"Helsinki Kaisaniemi","2024","5","17","05:00","42756","13.4","316.4","3.1","Selkeää (0/8)","1022.6"
"Helsinki Kaisaniemi","2024","5","17","06:00","39279","12.8","315","3.1","Selkeää (0/8)","1022.6"
"Helsinki Kaisaniemi","2024","5","17","07:00","46537","14.2","330.7","3.2","Selkeää (0/8)","1022.6"
"Helsinki Kaisaniemi","2024","5","17","08:00","45852","16.8","353","3.3","Selkeää (0/8)","1022.7"
"Helsinki Kaisaniemi","2024","5","17","09:00","37157","18.9","247","1.6","Selkeää (0/8)","1022.6"
"Helsinki Kaisaniemi","2024","5","17","10:00","-","20.7","167","0.8","Selkeää (0/8)","1022.7"
"Helsinki Kaisaniemi","2024","5","17","11:00","-","20.6","166.1","2","Selkeää (0/8)","1022.7"
"Helsinki Kaisaniemi","2024","5","17","12:00","-","19.6","157.5","3.5","Selkeää (0/8)","1022.9"
"Helsinki Kaisaniemi","2024","5","17","13:00","37108","18.7","156.9","3.8","Selkeää (0/8)","1023"
"Helsinki Kaisaniemi","2024","5","17","14:00","36401","18.3","172","3.1","Selkeää (0/8)","1023.1"
"Helsinki Kaisaniemi","2024","5","17","15:00","39697","18.6","209.9","3","Selkeää (0/8)","1023.1"
"Helsinki Kaisaniemi","2024","5","17","16:00","40458","18.9","194.8","3.2","Selkeää (0/8)","1022.8"
"Helsinki Kaisaniemi","2024","5","17","17:00","37039","18.3","172.4","3.1","Selkeää (0/8)","1022.3"
"Helsinki Kaisaniemi","2024","5","17","18:00","44506","17.3","170","2.5","Selkeää (0/8)","1022.1"
"Helsinki Kaisaniemi","2024","5","17","19:00","47266","17.6","182.7","2.4","Selkeää (0/8)","1022"
"Helsinki Kaisaniemi","2024","5","17","20:00","47035","16.9","183","1.9","Selkeää (0/8)","1021.8"
"Helsinki Kaisaniemi","2024","5","17","21:00","49548","16","136.4","2.1","Selkeää (0/8)","1021.7"
"Helsinki Kaisaniemi","2024","5","17","22:00","48394","14.3","113.1","2.2","Selkeää (0/8)","1021.8"
"Helsinki Kaisaniemi","2024","5","17","23:00","49934","13.4","111.6","1.9","Selkeää (0/8)","1021.8"
"Helsinki Kaisaniemi","2024","5","18","00:00","50000","13.4","114.5","1.9","Selkeää (0/8)","1021.7"
"Helsinki Kaisaniemi","2024","5","18","01:00","50000","12.8","116.1","1.9","Selkeää (0/8)","1021.8"
"Helsinki Kaisaniemi","2024","5","18","02:00","49678","12","111.4","2","Selkeää (0/8)","1022"
"Helsinki Kaisaniemi","2024","5","18","03:00","48828","11.3","106.9","1.2","Selkeää (0/8)","1022.2"
"Helsinki Kaisaniemi","2024","5","18","04:00","50000","10.3","94.8","1.2","Selkeää (0/8)","1022.1"
"Helsinki Kaisaniemi","2024","5","18","05:00","50000","10.2","93.5","1.2","Selkeää (0/8)","1021.8"
"Helsinki Kaisaniemi","2024","5","18","06:00","49830","10.9","96.8","1.5","Selkeää (0/8)","1021.5"
"Helsinki Kaisaniemi","2024","5","18","07:00","50000","12.6","103.6","3","Selkeää (0/8)","1021.5"
"Helsinki Kaisaniemi","2024","5","18","08:00","48892","14.3","104.2","3.3","Selkeää (0/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","18","09:00","47369","15.5","103.1","3","Selkeää (0/8)","1021.5"
"Helsinki Kaisaniemi","2024","5","18","10:00","43926","16.2","95.7","3.3","Selkeää (0/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","18","11:00","38391","16.3","105.9","3.3","Selkeää (0/8)","1021.4"
"Helsinki Kaisaniemi","2024","5","18","12:00","40112","16.8","103.7","3.7","Selkeää (0/8)","1021.3"
"Helsinki Kaisaniemi","2024","5","18","13:00","38967","16.1","117","4.5","Selkeää (0/8)","1021"
"Helsinki Kaisaniemi","2024","5","18","14:00","40938","16.5","104.6","4","Selkeää (0/8)","1020.6"
"Helsinki Kaisaniemi","2024","5","18","15:00","38559","17.4","105.9","3.4","Selkeää (0/8)","1019.9"
"Helsinki Kaisaniemi","2024","5","18","16:00","43889","16.9","118.6","4.5","Selkeää (0/8)","1019.5"
"Helsinki Kaisaniemi","2024","5","18","17:00","47841","16.9","116.6","4.2","Selkeää (0/8)","1018.8"
"Helsinki Kaisaniemi","2024","5","18","18:00","48556","17","106.8","3.2","Selkeää (0/8)","1018.2"
"Helsinki Kaisaniemi","2024","5","18","19:00","46908","16.4","99.6","3.3","Selkeää (0/8)","1017.4"
"Helsinki Kaisaniemi","2024","5","18","20:00","50000","15.7","99.1","3.3","Selkeää (0/8)","1016.8"
"Helsinki Kaisaniemi","2024","5","18","21:00","49968","14.9","101.8","2.7","Selkeää (0/8)","1016.5"
"Helsinki Kaisaniemi","2024","5","18","22:00","49694","13.8","92.6","1.9","Selkeää (0/8)","1016.4"
"Helsinki Kaisaniemi","2024","5","18","23:00","50000","13.4","109.2","2.3","Selkeää (0/8)","1016.1"
"Helsinki Kaisaniemi","2024","5","19","00:00","49623","12.8","107","2.1","Selkeää (0/8)","1015.9"
"Helsinki Kaisaniemi","2024","5","19","01:00","50000","12.9","103.3","2.2","Selkeää (0/8)","1015.4"
"Helsinki Kaisaniemi","2024","5","19","02:00","50000","12.6","102.3","2.1","Selkeää (0/8)","1014.9"
"Helsinki Kaisaniemi","2024","5","19","03:00","50000","11.7","111.2","1.9","Selkeää (0/8)","1014.5"
"Helsinki Kaisaniemi","2024","5","19","04:00","49213","10.3","316.7","1.1","Selkeää (0/8)","1014.3"
"Helsinki Kaisaniemi","2024","5","19","05:00","49492","9.7","336.1","2","Selkeää (0/8)","1014.1"
"Helsinki Kaisaniemi","2024","5","19","06:00","50000","9.8","327.4","1.6","Selkeää (0/8)","1013.9"
"Helsinki Kaisaniemi","2024","5","19","07:00","50000","12.2","322.1","0.7","Selkeää (0/8)","1013.8"
