"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Tuulen suunta keskiarvo [°]","Näkyvyys keskiarvo [m]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]","Pilvisyys [1/8]","Ilman lämpötila keskiarvo [°C]","Keskituulen nopeus keskiarvo [m/s]"
"Helsinki Kaisaniemi","2022","6","30","11:00","108.1","37862","1020.9","Selkeää (0/8)","24","4.6"
"Helsinki Kaisaniemi","2022","6","30","12:00","100.3","40290","1021.1","Selkeää (0/8)","24.4","4.8"
"Helsinki Kaisaniemi","2022","6","30","13:00","105","34523","1021.1","Selkeää (0/8)","25.2","5.1"
"Helsinki Kaisaniemi","2022","6","30","14:00","99.2","37317","1021.2","Selkeää (0/8)","25.5","4.8"
"Helsinki Kaisaniemi","2022","6","30","15:00","103.3","36624","1021","Selkeää (0/8)","25.3","4.9"
"Helsinki Kaisaniemi","2022","6","30","16:00","113.2","36964","1020.6","Selkeää (0/8)","24.6","4.9"
"Helsinki Kaisaniemi","2022","6","30","17:00","97.2","40179","1020.4","Selkeää (0/8)","24.7","4.6"
"Helsinki Kaisaniemi","2022","6","30","18:00","100.2","39872","1020.5","Selkeää (0/8)","23.9","5.5"
"Helsinki Kaisaniemi","2022","6","30","19:00","94.7","49811","1020.3","Selkeää (0/8)","23.8","5.2"
"Helsinki Kaisaniemi","2022","6","30","20:00","96","49842","1020.2","Selkeää (0/8)","23.2","4.1"
"Helsinki Kaisaniemi","2022","6","30","21:00","103.2","49236","1020.3","Selkeää (0/8)","22.7","3.4"
"Helsinki Kaisaniemi","2022","6","30","22:00","103","50000","1020.3","Selkeää (0/8)","21.9","3.2"
"Helsinki Kaisaniemi","2022","6","30","23:00","101.9","49490","1020.5","Selkeää (0/8)","21.1","2.8"
"Helsinki Kaisaniemi","2022","7","1","00:00","101.5","50000","1020.6","Selkeää (0/8)","20.5","3"
"Helsinki Kaisaniemi","2022","7","1","01:00","99.6","42876","1020.6","Selkeää (0/8)","20.6","3.4"
"Helsinki Kaisaniemi","2022","7","1","02:00","97.7","49675","1020.4","Selkeää (0/8)","20.1","3"
"Helsinki Kaisaniemi","2022","7","1","03:00","100.9","50000","1020.3","Selkeää (0/8)","19.9","2.9"
"Helsinki Kaisaniemi","2022","7","1","04:00","107.8","48732","1020.4","Selkeää (0/8)","20","3.4"
"Helsinki Kaisaniemi","2022","7","1","05:00","109.9","49989","1020.6","Selkeää (1/8)","19.4","2.9"
"Helsinki Kaisaniemi","2022","7","1","06:00","106.3","48755","1020.6","Selkeää (0/8)","19.6","2.1"
"Helsinki Kaisaniemi","2022","7","1","07:00","112.9","48389","1020.8","Selkeää (0/8)","21.1","2.5"
"Helsinki Kaisaniemi","2022","7","1","08:00","117.1","44504","1021","Selkeää (0/8)","22.2","3.3"
"Helsinki Kaisaniemi","2022","7","1","09:00","115.6","39565","1020.9","Selkeää (0/8)","23.4","2.8"
"Helsinki Kaisaniemi","2022","7","1","10:00","110.9","35734","1020.6","Selkeää (0/8)","24.2","3.3"
"Helsinki Kaisaniemi","2022","7","1","11:00","114.6","38553","1020.4","Selkeää (1/8)","24.3","3.5"
"Helsinki Kaisaniemi","2022","7","1","12:00","102.8","40430","1020.5","Selkeää (1/8)","24.8","4.1"
"Helsinki Kaisaniemi","2022","7","1","13:00","108.6","39075","1020.8","Selkeää (1/8)","23.9","4.3"
"Helsinki Kaisaniemi","2022","7","1","14:00","101.3","36664","1020.8","Selkeää (1/8)","24.5","4"
"Helsinki Kaisaniemi","2022","7","1","15:00","108.7","35141","1020.6","Selkeää (1/8)","25.7","3.6"
"Helsinki Kaisaniemi","2022","7","1","16:00","111.3","40116","1020.4","Melko selkeää (3/8)","25.9","4.5"
"Helsinki Kaisaniemi","2022","7","1","17:00","117.1","39365","1020.2","Selkeää (1/8)","24.3","5.8"
"Helsinki Kaisaniemi","2022","7","1","18:00","117.3","42736","1020","Melko selkeää (3/8)","23.8","6.6"
"Helsinki Kaisaniemi","2022","7","1","19:00","115.9","46781","1019.9","Puolipilvistä (5/8)","23.5","5.4"
"Helsinki Kaisaniemi","2022","7","1","20:00","115.9","46235","1019.7","Melko pilvistä (7/8)","23.2","5.1"
"Helsinki Kaisaniemi","2022","7","1","21:00","116.2","44992","1019.6","Puolipilvistä (5/8)","22.7","4.7"
"Helsinki Kaisaniemi","2022","7","1","22:00","112.9","48187","1019.4","Selkeää (1/8)","22.3","3.9"
"Helsinki Kaisaniemi","2022","7","1","23:00","112.4","44563","1019.4","Puolipilvistä (5/8)","21.7","4.3"
"Helsinki Kaisaniemi","2022","7","2","00:00","111.6","47329","1019.4","Melko pilvistä (7/8)","22","3.3"
"Helsinki Kaisaniemi","2022","7","2","01:00","124.9","46788","1019.7","Melko pilvistä (7/8)","22.8","2.7"
"Helsinki Kaisaniemi","2022","7","2","02:00","141.2","46749","1019.7","Melko pilvistä (7/8)","22.9","3.2"
"Helsinki Kaisaniemi","2022","7","2","03:00","152.7","48260","1019.7","Melko pilvistä (7/8)","22.8","3.6"
"Helsinki Kaisaniemi","2022","7","2","04:00","131.9","48992","1019.6","Melko pilvistä (7/8)","21.8","3"
"Helsinki Kaisaniemi","2022","7","2","05:00","135","48590","1019.6","Melko pilvistä (7/8)","21.6","2.9"
"Helsinki Kaisaniemi","2022","7","2","06:00","156.5","47466","1019.4","Puolipilvistä (5/8)","21.9","3.7"
"Helsinki Kaisaniemi","2022","7","2","07:00","159.4","44168","1019.3","Melko pilvistä (7/8)","22.1","4.3"
"Helsinki Kaisaniemi","2022","7","2","08:00","156.1","42485","1019.3","Selkeää (1/8)","22.8","4.1"
"Helsinki Kaisaniemi","2022","7","2","09:00","141.6","41109","1018.9","Selkeää (1/8)","24.3","4.1"
"Helsinki Kaisaniemi","2022","7","2","10:00","140.3","35234","1018.8","Selkeää (1/8)","25","4"
"Helsinki Kaisaniemi","2022","7","2","11:00","144.3","37359","1018.8","Selkeää (1/8)","25.2","4.4"
"Helsinki Kaisaniemi","2022","7","2","12:00","140.7","33599","1018.7","Selkeää (0/8)","26.6","4"
"Helsinki Kaisaniemi","2022","7","2","13:00","138","32325","1018.6","Selkeää (0/8)","27.5","3.8"
"Helsinki Kaisaniemi","2022","7","2","14:00","124.3","35013","1018.3","Selkeää (1/8)","26.8","4.3"
"Helsinki Kaisaniemi","2022","7","2","15:00","109.7","32254","1018","Selkeää (0/8)","26.6","5.2"
"Helsinki Kaisaniemi","2022","7","2","16:00","115.1","30723","1018","Selkeää (1/8)","25.9","5.4"
"Helsinki Kaisaniemi","2022","7","2","17:00","114.8","37520","1017.9","Selkeää (1/8)","25.7","5"
"Helsinki Kaisaniemi","2022","7","2","18:00","117.7","37815","1017.4","Selkeää (1/8)","25.5","4.6"
"Helsinki Kaisaniemi","2022","7","2","19:00","125.1","40720","1017.1","Melko pilvistä (7/8)","24.2","4.1"
"Helsinki Kaisaniemi","2022","7","2","20:00","128","38540","1016.9","Puolipilvistä (5/8)","23.5","2.2"
"Helsinki Kaisaniemi","2022","7","2","21:00","227.6","33613","1016.7","Puolipilvistä (5/8)","23.8","1.5"
"Helsinki Kaisaniemi","2022","7","2","22:00","219.5","37923","1016.6","Melko pilvistä (7/8)","23.1","2.6"
"Helsinki Kaisaniemi","2022","7","2","23:00","247.7","41177","1016.8","Selkeää (1/8)","22.7","3.4"
"Helsinki Kaisaniemi","2022","7","3","00:00","286.7","47759","1017.2","Puolipilvistä (5/8)","22.5","3.5"
"Helsinki Kaisaniemi","2022","7","3","01:00","265","47114","1017.2","Melko selkeää (3/8)","21.8","2.3"
"Helsinki Kaisaniemi","2022","7","3","02:00","-","47308","1017.4","Melko selkeää (3/8)","21.3","-"
"Helsinki Kaisaniemi","2022","7","3","03:00","273","45439","1017.4","Melko pilvistä (7/8)","20.7","3.5"
"Helsinki Kaisaniemi","2022","7","3","04:00","267.7","44303","1017.7","Melko pilvistä (7/8)","20.2","2.9"
"Helsinki Kaisaniemi","2022","7","3","05:00","275.6","46993","1017.8","Melko pilvistä (7/8)","19.7","4.1"
"Helsinki Kaisaniemi","2022","7","3","06:00","288.3","50000","1017.8","Puolipilvistä (5/8)","19.3","3.4"
"Helsinki Kaisaniemi","2022","7","3","07:00","293.3","50000","1018","Selkeää (1/8)","19.1","3.2"
"Helsinki Kaisaniemi","2022","7","3","08:00","287.5","49798","1018.1","Selkeää (0/8)","19.7","3.7"
"Helsinki Kaisaniemi","2022","7","3","09:00","286.1","43481","1018.2","Selkeää (0/8)","21.4","4.1"
"Helsinki Kaisaniemi","2022","7","3","10:00","292.6","39298","1018.2","Selkeää (0/8)","22.4","3.7"
"Helsinki Kaisaniemi","2022","7","3","11:00","272.5","42390","1018.2","Selkeää (0/8)","23.2","3.9"
"Helsinki Kaisaniemi","2022","7","3","12:00","263","39209","1018.3","Selkeää (0/8)","23.9","4.4"
"Helsinki Kaisaniemi","2022","7","3","13:00","221.6","37956","1018.3","Selkeää (0/8)","22.9","6.6"
"Helsinki Kaisaniemi","2022","7","3","14:00","215.7","37348","1018.2","Selkeää (0/8)","23.2","7.7"
"Helsinki Kaisaniemi","2022","7","3","15:00","217.8","30588","1018","Selkeää (0/8)","23.3","7.7"
"Helsinki Kaisaniemi","2022","7","3","16:00","215","38317","1017.8","Selkeää (0/8)","23.1","7.6"
"Helsinki Kaisaniemi","2022","7","3","17:00","223.2","36988","1017.6","Selkeää (0/8)","22.8","5.1"
"Helsinki Kaisaniemi","2022","7","3","18:00","229.4","39016","1017.6","Selkeää (0/8)","23","5.3"
"Helsinki Kaisaniemi","2022","7","3","19:00","230.2","47374","1017.5","Selkeää (0/8)","23.4","5.1"
"Helsinki Kaisaniemi","2022","7","3","20:00","234.4","49660","1017.3","Selkeää (0/8)","23.7","3.7"
"Helsinki Kaisaniemi","2022","7","3","21:00","256.4","50000","1017.1","Selkeää (0/8)","24.2","4.8"
"Helsinki Kaisaniemi","2022","7","3","22:00","276.4","49576","1017.5","Selkeää (0/8)","23.3","5.1"
"Helsinki Kaisaniemi","2022","7","3","23:00","283.9","50000","1017.8","Selkeää (0/8)","21.9","4.6"
"Helsinki Kaisaniemi","2022","7","4","00:00","282.5","49586","1017.9","Selkeää (0/8)","20.8","4.1"
"Helsinki Kaisaniemi","2022","7","4","01:00","281.8","50000","1018.3","Selkeää (0/8)","19.7","3.8"
"Helsinki Kaisaniemi","2022","7","4","02:00","284.9","49802","1018.4","Selkeää (0/8)","18.6","3.4"
"Helsinki Kaisaniemi","2022","7","4","03:00","289.4","49934","1018.3","Selkeää (0/8)","17.4","3"
"Helsinki Kaisaniemi","2022","7","4","04:00","290.3","50000","1018.3","Selkeää (0/8)","16.4","2.9"
"Helsinki Kaisaniemi","2022","7","4","05:00","288","49338","1018.4","Selkeää (0/8)","15.5","2.2"
"Helsinki Kaisaniemi","2022","7","4","06:00","295.7","47420","1018.2","Selkeää (0/8)","15.8","1.7"
"Helsinki Kaisaniemi","2022","7","4","07:00","301.1","43777","1018","Selkeää (0/8)","17.5","1.5"
"Helsinki Kaisaniemi","2022","7","4","08:00","293.3","44962","1018","Selkeää (0/8)","19","2.2"
"Helsinki Kaisaniemi","2022","7","4","09:00","287.5","44369","1017.7","Selkeää (0/8)","20.4","1.6"
"Helsinki Kaisaniemi","2022","7","4","10:00","235.9","36666","1017.5","Selkeää (0/8)","20.8","2.6"
"Helsinki Kaisaniemi","2022","7","4","11:00","221.1","38731","1017.4","Selkeää (0/8)","21","3.2"
"Helsinki Kaisaniemi","2022","7","4","12:00","222.3","37659","1016.9","Selkeää (0/8)","21.4","3.2"
"Helsinki Kaisaniemi","2022","7","4","13:00","198.5","35813","1016.7","Selkeää (0/8)","21.3","3.6"
"Helsinki Kaisaniemi","2022","7","4","14:00","192.3","36428","1016.3","Selkeää (0/8)","21.5","4"
"Helsinki Kaisaniemi","2022","7","4","15:00","221.2","34191","1015.7","Selkeää (0/8)","21.9","4.8"
"Helsinki Kaisaniemi","2022","7","4","16:00","220.1","36656","1015.1","Selkeää (0/8)","22.1","5"
"Helsinki Kaisaniemi","2022","7","4","17:00","217.6","40301","1014.4","Selkeää (0/8)","23.1","3.9"
"Helsinki Kaisaniemi","2022","7","4","18:00","219.3","41764","1013.9","Selkeää (1/8)","23.2","3.4"
"Helsinki Kaisaniemi","2022","7","4","19:00","207.8","46498","1013.3","Selkeää (1/8)","22.6","2.8"
"Helsinki Kaisaniemi","2022","7","4","20:00","202","49504","1013","Selkeää (0/8)","22.2","3.2"
"Helsinki Kaisaniemi","2022","7","4","21:00","190.7","48817","1012.6","Selkeää (1/8)","21.4","3.4"
"Helsinki Kaisaniemi","2022","7","4","22:00","192.8","49076","1012.7","Selkeää (1/8)","20.6","3.3"
"Helsinki Kaisaniemi","2022","7","4","23:00","203.6","48218","1012.8","Selkeää (1/8)","19.8","3.5"
"Helsinki Kaisaniemi","2022","7","5","00:00","203.7","49040","1012.5","Selkeää (1/8)","19.6","3"
"Helsinki Kaisaniemi","2022","7","5","01:00","204.5","49610","1012.1","Selkeää (0/8)","19.2","1.9"
"Helsinki Kaisaniemi","2022","7","5","02:00","189.8","50000","1012","Selkeää (1/8)","19","1.9"
"Helsinki Kaisaniemi","2022","7","5","03:00","182.4","50000","1011.5","Selkeää (0/8)","18.7","2.1"
"Helsinki Kaisaniemi","2022","7","5","04:00","193.1","49825","1011.4","Selkeää (0/8)","18.6","2.4"
"Helsinki Kaisaniemi","2022","7","5","05:00","197","49178","1011.2","Selkeää (0/8)","19","3.1"
"Helsinki Kaisaniemi","2022","7","5","06:00","202.1","45191","1010.9","Selkeää (0/8)","19.4","3.4"
"Helsinki Kaisaniemi","2022","7","5","07:00","205.5","45913","1010.9","Selkeää (1/8)","19.9","3.5"
"Helsinki Kaisaniemi","2022","7","5","08:00","216.9","42014","1010.9","Selkeää (0/8)","20.2","4.5"
"Helsinki Kaisaniemi","2022","7","5","09:00","216.7","36610","1010.7","Selkeää (1/8)","20.3","4.6"
"Helsinki Kaisaniemi","2022","7","5","10:00","217.4","37929","1010.6","Selkeää (0/8)","20.8","5.7"
"Helsinki Kaisaniemi","2022","7","5","11:00","222.4","33152","1010.5","Selkeää (1/8)","20.8","5.8"
"Helsinki Kaisaniemi","2022","7","5","12:00","213","37024","1010.4","Selkeää (1/8)","20.9","5.7"
"Helsinki Kaisaniemi","2022","7","5","13:00","219.3","32173","1010.7","Selkeää (1/8)","21","7.3"
"Helsinki Kaisaniemi","2022","7","5","14:00","226.7","30642","1011.1","Selkeää (0/8)","21.8","7.2"
"Helsinki Kaisaniemi","2022","7","5","15:00","232.9","34467","1011.2","Selkeää (0/8)","22.1","7"
"Helsinki Kaisaniemi","2022","7","5","16:00","228.9","38925","1011.5","Selkeää (0/8)","21.6","7.4"
"Helsinki Kaisaniemi","2022","7","5","17:00","249.2","28335","1011.8","Selkeää (0/8)","18.9","5.7"
"Helsinki Kaisaniemi","2022","7","5","18:00","241.5","44963","1011.9","Selkeää (1/8)","20","6.8"
"Helsinki Kaisaniemi","2022","7","5","19:00","248.2","49994","1011.9","Selkeää (1/8)","19.9","6.7"
"Helsinki Kaisaniemi","2022","7","5","20:00","237.2","48506","1012.1","Selkeää (0/8)","19.4","5.8"
"Helsinki Kaisaniemi","2022","7","5","21:00","242.3","49910","1012.1","Selkeää (0/8)","18.8","6"
"Helsinki Kaisaniemi","2022","7","5","22:00","242.3","49534","1012.1","Selkeää (0/8)","18.2","5.8"
"Helsinki Kaisaniemi","2022","7","5","23:00","243.2","50000","1012.4","Selkeää (0/8)","17.8","5"
"Helsinki Kaisaniemi","2022","7","6","00:00","243.8","49522","1012.6","Selkeää (0/8)","17.5","4.3"
"Helsinki Kaisaniemi","2022","7","6","01:00","246.6","48588","1012.6","Selkeää (0/8)","17.3","3.6"
"Helsinki Kaisaniemi","2022","7","6","02:00","244.5","48857","1012.6","Selkeää (0/8)","17.3","3.2"
"Helsinki Kaisaniemi","2022","7","6","03:00","236.6","49304","1012.4","Selkeää (0/8)","17.3","2.9"
"Helsinki Kaisaniemi","2022","7","6","04:00","223","48414","1012.2","Selkeää (1/8)","17","3.6"
"Helsinki Kaisaniemi","2022","7","6","05:00","213.1","45496","1012.1","Selkeää (1/8)","16.7","3.8"
"Helsinki Kaisaniemi","2022","7","6","06:00","215.9","47105","1012.1","Melko pilvistä (7/8)","16.8","4"
"Helsinki Kaisaniemi","2022","7","6","07:00","216.1","43645","1012","Selkeää (1/8)","17.2","4"
"Helsinki Kaisaniemi","2022","7","6","08:00","223.4","39080","1012.1","Melko pilvistä (7/8)","16.8","5"
"Helsinki Kaisaniemi","2022","7","6","09:00","220.2","46201","1012","Selkeää (0/8)","17.9","4.5"
"Helsinki Kaisaniemi","2022","7","6","10:00","209.7","34326","1011.9","Selkeää (1/8)","18.7","5.5"
"Helsinki Kaisaniemi","2022","7","6","11:00","206.1","36602","1011.7","Selkeää (0/8)","19.2","5.8"
"Helsinki Kaisaniemi","2022","7","6","12:00","219.1","42186","1011.5","Selkeää (0/8)","19.7","8"
"Helsinki Kaisaniemi","2022","7","6","13:00","217","37772","1011.3","Selkeää (0/8)","20.1","7.6"
"Helsinki Kaisaniemi","2022","7","6","14:00","219.2","39836","1011.5","Melko pilvistä (7/8)","19.2","6.3"
"Helsinki Kaisaniemi","2022","7","6","15:00","218.5","37987","1011.5","Puolipilvistä (5/8)","19.8","8.1"
"Helsinki Kaisaniemi","2022","7","6","16:00","220.9","43175","1011.4","Melko pilvistä (7/8)","18.8","6.1"
"Helsinki Kaisaniemi","2022","7","6","17:00","214.7","42021","1011.1","Melko pilvistä (7/8)","18.8","5.3"
"Helsinki Kaisaniemi","2022","7","6","18:00","216.9","40240","1010.9","Puolipilvistä (5/8)","19.2","5.4"
"Helsinki Kaisaniemi","2022","7","6","19:00","218.5","47732","1010.7","Selkeää (1/8)","18.8","5.7"
"Helsinki Kaisaniemi","2022","7","6","20:00","215.7","48057","1010.5","Selkeää (0/8)","18.5","5.8"
"Helsinki Kaisaniemi","2022","7","6","21:00","219.1","49746","1010.2","Selkeää (0/8)","18","5.2"
"Helsinki Kaisaniemi","2022","7","6","22:00","234.2","49416","1010","Selkeää (0/8)","17.5","4.5"
"Helsinki Kaisaniemi","2022","7","6","23:00","238.3","49983","1010","Selkeää (0/8)","17.1","4.1"
"Helsinki Kaisaniemi","2022","7","7","00:00","234","49837","1009.8","Selkeää (0/8)","16.6","2.9"
"Helsinki Kaisaniemi","2022","7","7","01:00","234.3","46104","1009.7","Selkeää (0/8)","16.4","2.6"
"Helsinki Kaisaniemi","2022","7","7","02:00","211.4","50000","1009.8","Selkeää (0/8)","15.7","2.4"
"Helsinki Kaisaniemi","2022","7","7","03:00","227","49110","1009.5","Selkeää (0/8)","14.7","2.2"
"Helsinki Kaisaniemi","2022","7","7","04:00","228.8","50000","1009.3","Selkeää (0/8)","14.7","2"
"Helsinki Kaisaniemi","2022","7","7","05:00","214.3","49734","1009.1","Selkeää (1/8)","15","1.5"
"Helsinki Kaisaniemi","2022","7","7","06:00","200.4","48786","1008.9","Selkeää (0/8)","15.3","1.8"
"Helsinki Kaisaniemi","2022","7","7","07:00","213.9","48540","1008.9","Selkeää (0/8)","16.9","2.1"
"Helsinki Kaisaniemi","2022","7","7","08:00","220.1","48059","1008.8","Selkeää (0/8)","17.9","3.2"
"Helsinki Kaisaniemi","2022","7","7","09:00","198.3","43129","1008.8","Selkeää (1/8)","18.5","4.2"
"Helsinki Kaisaniemi","2022","7","7","10:00","202.1","41489","1008.7","Puolipilvistä (5/8)","18.5","5"
"Helsinki Kaisaniemi","2022","7","7","11:00","199.1","36609","1008.7","Selkeää (1/8)","19.2","4.9"
"Helsinki Kaisaniemi","2022","7","7","12:00","202.4","36708","1008.8","Selkeää (1/8)","19.5","5.8"
"Helsinki Kaisaniemi","2022","7","7","13:00","218","35494","1008.8","Selkeää (0/8)","20.6","6.9"
"Helsinki Kaisaniemi","2022","7","7","14:00","216.9","40298","1009","Selkeää (0/8)","20.9","7.1"
"Helsinki Kaisaniemi","2022","7","7","15:00","215.4","38577","1009.3","Selkeää (0/8)","21.4","8.1"
"Helsinki Kaisaniemi","2022","7","7","16:00","216.6","38463","1009.7","Selkeää (0/8)","20.7","9"
"Helsinki Kaisaniemi","2022","7","7","17:00","222.1","38592","1010","Selkeää (1/8)","19.3","7.7"
"Helsinki Kaisaniemi","2022","7","7","18:00","219.4","42508","1010.4","Selkeää (1/8)","18.5","6.3"
"Helsinki Kaisaniemi","2022","7","7","19:00","220.9","46159","1010.7","Melko selkeää (3/8)","18.2","6.7"
"Helsinki Kaisaniemi","2022","7","7","20:00","234.3","49636","1011.3","Melko pilvistä (7/8)","17.8","4.7"
"Helsinki Kaisaniemi","2022","7","7","21:00","256.9","49313","1011.7","Melko pilvistä (7/8)","17.7","4.5"
"Helsinki Kaisaniemi","2022","7","7","22:00","265","49990","1012.2","Melko pilvistä (7/8)","17.5","4.2"
"Helsinki Kaisaniemi","2022","7","7","23:00","274.8","49917","1012.8","Melko selkeää (3/8)","17.1","5.1"
"Helsinki Kaisaniemi","2022","7","8","00:00","282.2","49976","1013.5","Selkeää (0/8)","16.3","4"
"Helsinki Kaisaniemi","2022","7","8","01:00","279.3","48966","1014","Selkeää (0/8)","15.7","3.4"
"Helsinki Kaisaniemi","2022","7","8","02:00","284.6","50000","1014.5","Selkeää (0/8)","14.9","2.6"
"Helsinki Kaisaniemi","2022","7","8","03:00","283.5","50000","1014.7","Selkeää (0/8)","14.3","2.8"
"Helsinki Kaisaniemi","2022","7","8","04:00","280.8","50000","1014.9","Selkeää (0/8)","12.8","2.7"
"Helsinki Kaisaniemi","2022","7","8","05:00","287.6","50000","1015.1","Selkeää (0/8)","12.5","2.7"
"Helsinki Kaisaniemi","2022","7","8","06:00","286.9","50000","1015.4","Selkeää (0/8)","12.6","2.1"
"Helsinki Kaisaniemi","2022","7","8","07:00","281.6","50000","1015.6","Selkeää (0/8)","14.5","1.5"
"Helsinki Kaisaniemi","2022","7","8","08:00","282.9","49230","1015.8","Selkeää (0/8)","17.3","1.8"
"Helsinki Kaisaniemi","2022","7","8","09:00","274.6","48634","1015.9","Selkeää (1/8)","18.3","1.8"
"Helsinki Kaisaniemi","2022","7","8","10:00","195.1","42695","1016.1","Selkeää (0/8)","18.3","2.8"
"Helsinki Kaisaniemi","2022","7","8","11:00","195.3","42851","1016.3","Selkeää (0/8)","18.4","4.1"
"Helsinki Kaisaniemi","2022","7","8","12:00","189.5","42987","1016.4","Selkeää (0/8)","18.5","4"
"Helsinki Kaisaniemi","2022","7","8","13:00","191.9","41593","1016.4","Selkeää (0/8)","19.1","4.6"
"Helsinki Kaisaniemi","2022","7","8","14:00","205.6","39250","1016.3","Selkeää (0/8)","19.5","4.5"
"Helsinki Kaisaniemi","2022","7","8","15:00","200.7","38310","1016.2","Puolipilvistä (5/8)","19.2","5.3"
"Helsinki Kaisaniemi","2022","7","8","16:00","199.9","45189","1016.1","Melko pilvistä (7/8)","18.1","4.5"
"Helsinki Kaisaniemi","2022","7","8","17:00","220","45734","1016","Melko pilvistä (7/8)","18.4","4.8"
"Helsinki Kaisaniemi","2022","7","8","18:00","219.9","47825","1015.8","Melko pilvistä (7/8)","18.6","5"
"Helsinki Kaisaniemi","2022","7","8","19:00","224.8","49447","1015.6","Melko pilvistä (7/8)","18.9","2.8"
"Helsinki Kaisaniemi","2022","7","8","20:00","255.1","49190","1015.5","Pilvistä (8/8)","19.3","1.8"
"Helsinki Kaisaniemi","2022","7","8","21:00","217.1","48486","1015.4","Melko pilvistä (7/8)","18.1","2.6"
"Helsinki Kaisaniemi","2022","7","8","22:00","220.4","49450","1015.4","Melko pilvistä (7/8)","17.5","2.9"
"Helsinki Kaisaniemi","2022","7","8","23:00","215.5","-","-","Melko pilvistä (7/8)","-","2.7"
"Helsinki Kaisaniemi","2022","7","9","00:00","215.2","50000","1014.9","Melko pilvistä (7/8)","17.1","2.9"
"Helsinki Kaisaniemi","2022","7","9","01:00","243.3","50000","1014.7","Melko pilvistä (7/8)","17.4","2.3"
"Helsinki Kaisaniemi","2022","7","9","02:00","220.3","49701","1014.4","Melko pilvistä (7/8)","17","2"
"Helsinki Kaisaniemi","2022","7","9","03:00","212.8","50000","1014","Melko pilvistä (7/8)","16.8","1.8"
"Helsinki Kaisaniemi","2022","7","9","04:00","214.6","50000","1013.6","Melko pilvistä (7/8)","17","2.5"
"Helsinki Kaisaniemi","2022","7","9","05:00","235.9","50000","1013.1","Melko pilvistä (7/8)","16.9","1.6"
"Helsinki Kaisaniemi","2022","7","9","06:00","200.8","50000","1012.6","Melko pilvistä (7/8)","16.9","2"
"Helsinki Kaisaniemi","2022","7","9","07:00","197.2","48632","1012.3","Melko pilvistä (7/8)","16.9","2.2"
"Helsinki Kaisaniemi","2022","7","9","08:00","172.9","36492","1011.8","Melko pilvistä (7/8)","16.7","2.2"
"Helsinki Kaisaniemi","2022","7","9","09:00","186.5","44990","1011.5","Melko pilvistä (7/8)","16.8","2.3"
"Helsinki Kaisaniemi","2022","7","9","10:00","195.6","30816","1011","Melko selkeää (3/8)","16.7","2.4"
"Helsinki Kaisaniemi","2022","7","9","11:00","197.1","41737","1010.7","Melko pilvistä (7/8)","17.2","2.3"
"Helsinki Kaisaniemi","2022","7","9","12:00","194.8","41580","1010.4","Melko pilvistä (7/8)","17.7","3.3"
"Helsinki Kaisaniemi","2022","7","9","13:00","190.1","41331","1010","Puolipilvistä (5/8)","17.8","3.4"
"Helsinki Kaisaniemi","2022","7","9","14:00","191.2","45498","1009.8","Melko pilvistä (7/8)","17.8","3.7"
"Helsinki Kaisaniemi","2022","7","9","15:00","202.8","44229","1009.4","Puolipilvistä (5/8)","18.1","3.9"
"Helsinki Kaisaniemi","2022","7","9","16:00","196.5","49766","1009.1","Melko pilvistä (7/8)","18.3","4"
"Helsinki Kaisaniemi","2022","7","9","17:00","213.6","44087","1008.8","Selkeää (0/8)","19.1","5.5"
"Helsinki Kaisaniemi","2022","7","9","18:00","218.4","47793","1008.5","Selkeää (1/8)","18.9","5.4"
"Helsinki Kaisaniemi","2022","7","9","19:00","216.9","49366","1008.5","Melko selkeää (3/8)","18.4","4.5"
"Helsinki Kaisaniemi","2022","7","9","20:00","217","47339","1008.5","Melko pilvistä (7/8)","17.9","4.1"
"Helsinki Kaisaniemi","2022","7","9","21:00","220.2","49191","1008.3","Melko pilvistä (7/8)","17.8","3.5"
"Helsinki Kaisaniemi","2022","7","9","22:00","226","49791","1008.3","Puolipilvistä (5/8)","17.1","3.5"
"Helsinki Kaisaniemi","2022","7","9","23:00","238.8","49600","1008.6","Melko pilvistä (7/8)","16.9","2.5"
"Helsinki Kaisaniemi","2022","7","10","00:00","336.5","45887","1009.1","Melko pilvistä (7/8)","15.2","5.2"
"Helsinki Kaisaniemi","2022","7","10","01:00","332.5","27502","1009.3","Puolipilvistä (5/8)","12.5","2.3"
"Helsinki Kaisaniemi","2022","7","10","02:00","316.7","29764","1009.3","Puolipilvistä (5/8)","12.4","1.9"
"Helsinki Kaisaniemi","2022","7","10","03:00","233","24823","1009.5","Melko pilvistä (7/8)","12.8","1.9"
"Helsinki Kaisaniemi","2022","7","10","04:00","142.6","44049","1008.6","Melko pilvistä (7/8)","13.1","2.6"
"Helsinki Kaisaniemi","2022","7","10","05:00","140.3","49994","1008.3","Melko pilvistä (7/8)","13.2","1.5"
"Helsinki Kaisaniemi","2022","7","10","06:00","299.7","50000","1008.8","Melko pilvistä (7/8)","13.4","1.7"
"Helsinki Kaisaniemi","2022","7","10","07:00","336.6","49888","1009.2","Melko pilvistä (7/8)","14","2.3"
"Helsinki Kaisaniemi","2022","7","10","08:00","339.9","49795","1009.6","Melko pilvistä (7/8)","14.8","1.8"
